# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	146355	146630	+	WP_103286499.1	WP_103286499.1		hypothetical protein		35588831	CRG89_RS00795	276	91	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	146749	147771	-						35588832	CRG89_RS00800	1023		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	146749	147771	-	WP_103286500.1	WP_103286500.1		NAD(P)-dependent alcohol dehydrogenase		35588832	CRG89_RS00800	1023	340	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	147804	147950	-						43521415	CRG89_RS08525	147		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	147804	147950	-	WP_158648642.1	WP_158648642.1		hypothetical protein		43521415	CRG89_RS08525	147	48	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	148027	148575	+						35588833	CRG89_RS00805	549		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	148027	148575	+	WP_103286501.1	WP_103286501.1		thioredoxin family protein		35588833	CRG89_RS00805	549	182	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	148682	149440	+					cas6	35588834	CRG89_RS00810	759		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	148682	149440	+	WP_103286502.1	WP_103286502.1		CRISPR-associated endoribonuclease Cas6	cas6	35588834	CRG89_RS00810	759	252	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	149637	151139	+						35588835	CRG89_RS00815	1503		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	149637	151139	+	WP_103286503.1	WP_103286503.1		hypothetical protein		35588835	CRG89_RS00815	1503	500	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	151120	151506	+						35588836	CRG89_RS00820	387		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	151120	151506	+	WP_158648643.1	WP_158648643.1		hypothetical protein		35588836	CRG89_RS00820	387	128	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	151478	152533	+					cas7i	35588837	CRG89_RS00825	1056		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	151478	152533	+	WP_103286505.1	WP_103286505.1		type I-B CRISPR-associated protein Cas7/Cst2/DevR	cas7i	35588837	CRG89_RS00825	1056	351	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	152540	153376	+					cas5b	35588838	CRG89_RS00830	837		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	152540	153376	+	WP_103286506.1	WP_103286506.1		type I-B CRISPR-associated protein Cas5b	cas5b	35588838	CRG89_RS00830	837	278	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	153348	156017	+						35588839	CRG89_RS00835	2670		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	153348	156017	+	WP_103286507.1	WP_103286507.1		CRISPR-associated helicase/endonuclease Cas3		35588839	CRG89_RS00835	2670	889	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	156058	156627	+					cas4	35588840	CRG89_RS00840	570		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	156058	156627	+	WP_103286508.1	WP_103286508.1		CRISPR-associated protein Cas4	cas4	35588840	CRG89_RS00840	570	189	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	156632	157618	+					cas1b	35588841	CRG89_RS00845	987		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	156632	157618	+	WP_103287843.1	WP_103287843.1		type I-B CRISPR-associated endonuclease Cas1b	cas1b	35588841	CRG89_RS00845	987	328	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	157783	158412	-						35588842	CRG89_RS00850	630		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	157783	158412	-	WP_148695286.1	WP_148695286.1		hypothetical protein		35588842	CRG89_RS00850	630	209	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	158535	158798	+					cas2	35588843	CRG89_RS00855	264		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	158535	158798	+	WP_103286510.1	WP_103286510.1		CRISPR-associated endonuclease Cas2	cas2	35588843	CRG89_RS00855	264	87	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	165828	167303	-						35588844	CRG89_RS00860	1476		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	165828	167303	-	WP_103286511.1	WP_103286511.1		hypothetical protein		35588844	CRG89_RS00860	1476	491	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	167376	167714	+						35588845	CRG89_RS00865	339		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	167376	167714	+	WP_197706631.1	WP_197706631.1		dUTPase		35588845	CRG89_RS00865	339	112	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	167774	168259	-						35588846	CRG89_RS00870	486		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	167774	168259	-	WP_148695285.1	WP_148695285.1		hypothetical protein		35588846	CRG89_RS00870	486	161	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	168381	168845	+						35588847	CRG89_RS00875	465		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	168381	168845	+	WP_103286513.1	WP_103286513.1		copper-binding protein		35588847	CRG89_RS00875	465	154	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	168837	169949	-					rtcA	35588848	CRG89_RS00880	1113		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	168837	169949	-	WP_158648644.1	WP_158648644.1		RNA 3'-terminal phosphate cyclase	rtcA	35588848	CRG89_RS00880	1113	370	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	170041	170589	+						35588849	CRG89_RS00885	549		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	170041	170589	+	WP_103287845.1	WP_103287845.1		nicotinamide-nucleotide adenylyltransferase		35588849	CRG89_RS00885	549	182	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	170676	171812	+						35588850	CRG89_RS00890	1137		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	170676	171812	+	WP_197706630.1	WP_197706630.1		alanine--glyoxylate aminotransferase family protein		35588850	CRG89_RS00890	1137	378	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	172031	172930	+						35588851	CRG89_RS00895	900		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	172031	172930	+	WP_103286515.1	WP_103286515.1		peptidylprolyl isomerase		35588851	CRG89_RS00895	900	299	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	173117	174115	+						35588852	CRG89_RS00900	999		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	173117	174115	+	WP_197706629.1	WP_197706629.1		TIGR00269 family protein		35588852	CRG89_RS00900	999	332	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	174219	175394	+						35588853	CRG89_RS00905	1176		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	174219	175394	+	WP_103286516.1	WP_103286516.1		ArsA family ATPase		35588853	CRG89_RS00905	1176	391	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	175464	175664	-						35588854	CRG89_RS00910	201		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	175464	175664	-	WP_103286517.1	WP_103286517.1		hypothetical protein		35588854	CRG89_RS00910	201	66	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	175687	176841	-						35588855	CRG89_RS00915	1155		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	175687	176841	-	WP_103286518.1	WP_103286518.1		hypothetical protein		35588855	CRG89_RS00915	1155	384	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	176913	177314	+						35588856	CRG89_RS00920	402		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	176913	177314	+	WP_103286519.1	WP_103286519.1		hypothetical protein		35588856	CRG89_RS00920	402	133	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	177281	177619	-						35588857	CRG89_RS00925	339		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	177281	177619	-	WP_103286520.1	WP_103286520.1		hypothetical protein		35588857	CRG89_RS00925	339	112	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	178036	178425	-						35588858	CRG89_RS00930	390		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	178036	178425	-	WP_158648645.1	WP_158648645.1		hypothetical protein		35588858	CRG89_RS00930	390	129	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	178551	179198	-						35588859	CRG89_RS00935	648		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	178551	179198	-	WP_197706628.1	WP_197706628.1		AAA family ATPase		35588859	CRG89_RS00935	648	215	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	179301	179915	+					thpR	35588860	CRG89_RS00940	615		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	179301	179915	+	WP_103286523.1	WP_103286523.1		RNA 2',3'-cyclic phosphodiesterase	thpR	35588860	CRG89_RS00940	615	204	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	179951	181471	+					cca	35588861	CRG89_RS00945	1521		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	179951	181471	+	WP_103286524.1	WP_103286524.1		CCA tRNA nucleotidyltransferase	cca	35588861	CRG89_RS00945	1521	506	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	181458	182411	+						35588862	CRG89_RS00950	954		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	181458	182411	+	WP_148695284.1	WP_148695284.1		hypothetical protein		35588862	CRG89_RS00950	954	317	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	182720	182881	+						43521416	CRG89_RS08530	162		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	182720	182881	+	WP_158648646.1	WP_158648646.1		hypothetical protein		43521416	CRG89_RS08530	162	53	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	182976	183617	-						35588864	CRG89_RS00960	642		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	182976	183617	-	WP_103286526.1	WP_103286526.1		hypothetical protein		35588864	CRG89_RS00960	642	213	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	183730	185169	-						35588865	CRG89_RS00965	1440		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	183730	185169	-	WP_197706627.1	WP_197706627.1		ammonium transporter		35588865	CRG89_RS00965	1440	479	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	185419	185949	+						35588866	CRG89_RS00970	531		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	185419	185949	+	WP_148695283.1	WP_148695283.1		hypothetical protein		35588866	CRG89_RS00970	531	176	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	186544	187026	-						65426932	CRG89_RS08955	483		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	186544	187026	-	WP_197706626.1	WP_197706626.1		hypothetical protein		65426932	CRG89_RS08955	483	160	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	187282	187710	-						35588868	CRG89_RS00980	429		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	187282	187710	-	WP_103286528.1	WP_103286528.1		hypothetical protein		35588868	CRG89_RS00980	429	142	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	187889	188221	+						35588869	CRG89_RS00985	333		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	187889	188221	+	WP_103286529.1	WP_103286529.1		hypothetical protein		35588869	CRG89_RS00985	333	110	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	188198	188668	-						35588870	CRG89_RS00990	471		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	188198	188668	-	WP_103286530.1	WP_103286530.1		metal-dependent transcriptional regulator		35588870	CRG89_RS00990	471	156	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	188790	189302	-						35588871	CRG89_RS00995	513		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	188790	189302	-	WP_103286531.1	WP_103286531.1		DsrE family protein		35588871	CRG89_RS00995	513	170	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	189499	189957	+						35588872	CRG89_RS01000	459		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	189499	189957	+	WP_103286532.1	WP_103286532.1		winged helix-turn-helix transcriptional regulator		35588872	CRG89_RS01000	459	152	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	189977	190744	-						35588873	CRG89_RS01005	768		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	189977	190744	-	WP_103286533.1	WP_103286533.1		TrmB family transcriptional regulator		35588873	CRG89_RS01005	768	255	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	190858	192546	+						35588874	CRG89_RS01010	1689		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	190858	192546	+	WP_103286534.1	WP_103286534.1		radical SAM protein		35588874	CRG89_RS01010	1689	562	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	192820	193620	-						35588875	CRG89_RS01015	801		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	192820	193620	-	WP_103286535.1	WP_103286535.1		alpha/beta fold hydrolase		35588875	CRG89_RS01015	801	266	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	193621	194373	+						35588876	CRG89_RS01020	753		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	193621	194373	+	WP_103286536.1	WP_103286536.1		hypothetical protein		35588876	CRG89_RS01020	753	250	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	194893	195942	+					mtnA	35588877	CRG89_RS01025	1050		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	194893	195942	+	WP_103287849.1	WP_103287849.1		S-methyl-5-thioribose-1-phosphate isomerase	mtnA	35588877	CRG89_RS01025	1050	349	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	196048	196368	-						35588878	CRG89_RS01030	321		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	196048	196368	-	WP_103286537.1	WP_103286537.1		hypothetical protein		35588878	CRG89_RS01030	321	106	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	196393	197055	-						35588879	CRG89_RS01035	663		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	196393	197055	-	WP_103286538.1	WP_103286538.1		hypothetical protein		35588879	CRG89_RS01035	663	220	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	197152	197484	-						35588880	CRG89_RS01040	333		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	197152	197484	-	WP_103286539.1	WP_103286539.1		hypothetical protein		35588880	CRG89_RS01040	333	110	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	197554	197934	-						35588881	CRG89_RS01045	381		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	197554	197934	-	WP_103286540.1	WP_103286540.1		hypothetical protein		35588881	CRG89_RS01045	381	126	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	198185	198607	-						35588882	CRG89_RS01050	423		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	198185	198607	-	WP_103286541.1	WP_103286541.1		VOC family protein		35588882	CRG89_RS01050	423	140	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	198769	199113	+						35588883	CRG89_RS01055	345		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	198769	199113	+	WP_197706625.1	WP_197706625.1		P-II family nitrogen regulator		35588883	CRG89_RS01055	345	114	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	199186	200670	-						35588884	CRG89_RS01060	1485		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	199186	200670	-	WP_103286543.1	WP_103286543.1		DUF87 domain-containing protein		35588884	CRG89_RS01060	1485	494	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	200693	201856	-						35588885	CRG89_RS01065	1164		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	200693	201856	-	WP_103286544.1	WP_103286544.1		DNA double-strand break repair nuclease NurA		35588885	CRG89_RS01065	1164	387	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	201943	202410	+						35588886	CRG89_RS01070	468		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	201943	202410	+	WP_148695280.1	WP_148695280.1		hypothetical protein		35588886	CRG89_RS01070	468	155	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	202534	203049	-						35588887	CRG89_RS01075	516		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	202534	203049	-	WP_103286546.1	WP_103286546.1		MarR family transcriptional regulator		35588887	CRG89_RS01075	516	171	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	203191	203682	-						35588888	CRG89_RS01080	492		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	203191	203682	-	WP_103286547.1	WP_103286547.1		hypothetical protein		35588888	CRG89_RS01080	492	163	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	203804	204124	-						35588889	CRG89_RS01085	321		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	203804	204124	-	WP_103286548.1	WP_103286548.1		hypothetical protein		35588889	CRG89_RS01085	321	106	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	204227	206251	-					gatE	35588890	CRG89_RS01090	2025		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	204227	206251	-	WP_103286549.1	WP_103286549.1		Glu-tRNA(Gln) amidotransferase subunit GatE	gatE	35588890	CRG89_RS01090	2025	674	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	206284	207654	-					gatD	35588891	CRG89_RS01095	1371		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	206284	207654	-	WP_197706624.1	WP_197706624.1		Glu-tRNA(Gln) amidotransferase subunit GatD	gatD	35588891	CRG89_RS01095	1371	456	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	207773	209944	-						35588892	CRG89_RS01100	2172		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	207773	209944	-	WP_103286550.1	WP_103286550.1		CDC48 family AAA ATPase		35588892	CRG89_RS01100	2172	723	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	210059	210784	+						35588893	CRG89_RS01105	726		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	210059	210784	+	WP_103286551.1	WP_103286551.1		50S ribosomal protein L2		35588893	CRG89_RS01105	726	241	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	210864	212336	+						35588894	CRG89_RS01110	1473		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	210864	212336	+	WP_103286552.1	WP_103286552.1		hypothetical protein		35588894	CRG89_RS01110	1473	490	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	212441	212725	+						35588895	CRG89_RS01115	285		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	212441	212725	+	WP_197706623.1	WP_197706623.1		acylphosphatase		35588895	CRG89_RS01115	285	94	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	213076	213399	-						35588896	CRG89_RS01120	324		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	213076	213399	-	WP_103286553.1	WP_103286553.1		hypothetical protein		35588896	CRG89_RS01120	324	107	
gene	SRP_RNA	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	213476	213788	-					ffs	35588897	CRG89_RS01125	313		
ncRNA	SRP_RNA	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	213476	213788	-				signal recognition particle sRNA	ffs	35588897	CRG89_RS01125	313		
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	213847	214800	-					pstA	35588898	CRG89_RS01130	954		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	213847	214800	-	WP_103287852.1	WP_103287852.1		phosphate ABC transporter permease PstA	pstA	35588898	CRG89_RS01130	954	317	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	214797	215741	-					pstC	35588899	CRG89_RS01135	945		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	214797	215741	-	WP_197706622.1	WP_197706622.1		phosphate ABC transporter permease subunit PstC	pstC	35588899	CRG89_RS01135	945	314	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	215756	216838	-						35588900	CRG89_RS01140	1083		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	215756	216838	-	WP_103286554.1	WP_103286554.1		PstS family phosphate ABC transporter substrate-binding protein		35588900	CRG89_RS01140	1083	360	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	217029	217850	+					pstB	35588901	CRG89_RS01145	822		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	217029	217850	+	WP_103286555.1	WP_103286555.1		phosphate ABC transporter ATP-binding protein PstB	pstB	35588901	CRG89_RS01145	822	273	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	217889	218515	+					phoU	35588902	CRG89_RS01150	627		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	217889	218515	+	WP_103286556.1	WP_103286556.1		phosphate signaling complex protein PhoU	phoU	35588902	CRG89_RS01150	627	208	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	218587	219816	-						35588903	CRG89_RS01155	1230		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	218587	219816	-	WP_158648647.1	WP_158648647.1		ammonium transporter		35588903	CRG89_RS01155	1230	409	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	219972	220181	+						43521417	CRG89_RS08535	210		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	219972	220181	+	WP_148695278.1	WP_148695278.1		hypothetical protein		43521417	CRG89_RS08535	210	69	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	220257	220934	+						35588905	CRG89_RS01165	678		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	220257	220934	+	WP_158648648.1	WP_158648648.1		hypothetical protein		35588905	CRG89_RS01165	678	225	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	221002	221337	+						35588906	CRG89_RS01170	336		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	221002	221337	+	WP_158648649.1	WP_158648649.1		P-II family nitrogen regulator		35588906	CRG89_RS01170	336	111	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	221390	222049	-						35588907	CRG89_RS01175	660		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	221390	222049	-	WP_103286561.1	WP_103286561.1		phenylalanine--tRNA ligase beta subunit-related protein		35588907	CRG89_RS01175	660	219	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	222226	222813	+						35588908	CRG89_RS01180	588		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	222226	222813	+	WP_103286562.1	WP_103286562.1		hypothetical protein		35588908	CRG89_RS01180	588	195	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	222863	223522	+						35588909	CRG89_RS01185	660		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	222863	223522	+	WP_103286563.1	WP_103286563.1		CBS domain-containing protein		35588909	CRG89_RS01185	660	219	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	224335	225024	+						35588911	CRG89_RS01195	690		
CDS	with_protein	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	224335	225024	+	WP_103286565.1	WP_103286565.1		hypothetical protein		35588911	CRG89_RS01195	690	229	
gene	protein_coding	GCF_002906215.1	Primary Assembly	chromosome		NZ_CP024014.1	225545	226345	+					cobJ	35588912	CRG89_RS01200	801		
