# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	447783	449951	-	WP_103287491.1	WP_103287491.1		CDC48 family AAA ATPase		41594595	NCAV_RS02440	2169	722	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	449948	450226	-						41594596	NCAV_RS02445	279		old_locus_tag=NCAV_0504
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	449948	450226	-	WP_103287490.1	WP_103287490.1		elongation factor 1-beta		41594596	NCAV_RS02445	279	92	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	450291	450473	-						41594597	NCAV_RS02450	183		old_locus_tag=NCAV_0505
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	450291	450473	-	WP_103287489.1	WP_103287489.1		zinc finger domain-containing protein		41594597	NCAV_RS02450	183	60	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	450499	451812	-						41594598	NCAV_RS02455	1314		old_locus_tag=NCAV_0506
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	450499	451812	-	WP_148695132.1	WP_148695132.1		NAD(P)/FAD-dependent oxidoreductase		41594598	NCAV_RS02455	1314	437	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	451867	452217	+					pth2	41594599	NCAV_RS02460	351		old_locus_tag=NCAV_0507
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	451867	452217	+	WP_197706697.1	WP_197706697.1		peptidyl-tRNA hydrolase Pth2	pth2	41594599	NCAV_RS02460	351	116	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	452217	452936	+						41594600	NCAV_RS02465	720		old_locus_tag=NCAV_0508
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	452217	452936	+	WP_197706698.1	WP_197706698.1		class I SAM-dependent methyltransferase		41594600	NCAV_RS02465	720	239	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	452991	454364	+						41594601	NCAV_RS02470	1374		old_locus_tag=NCAV_0509
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	452991	454364	+	WP_103287486.1	WP_103287486.1		MFS transporter		41594601	NCAV_RS02470	1374	457	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	454393	455046	-						41594602	NCAV_RS02475	654		old_locus_tag=NCAV_0510
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	454393	455046	-	WP_148695133.1	WP_148695133.1		hypothetical protein		41594602	NCAV_RS02475	654	217	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	455136	455936	-					uppS	41594603	NCAV_RS02480	801		old_locus_tag=NCAV_0511
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	455136	455936	-	WP_103287484.1	WP_103287484.1		polyprenyl diphosphate synthase	uppS	41594603	NCAV_RS02480	801	266	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	456050	456802	+						41594604	NCAV_RS02485	753		old_locus_tag=NCAV_0512
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	456050	456802	+	WP_103287483.1	WP_103287483.1		sulfurtransferase TusA family protein		41594604	NCAV_RS02485	753	250	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	456871	458292	+						41594605	NCAV_RS02490	1422		old_locus_tag=NCAV_0513
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	456871	458292	+	WP_103287482.1	WP_103287482.1		alpha/beta fold hydrolase		41594605	NCAV_RS02490	1422	473	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	458311	461061	+						41594606	NCAV_RS02495	2751		old_locus_tag=NCAV_0514
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	458311	461061	+	WP_103287481.1	WP_103287481.1		bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase		41594606	NCAV_RS02495	2751	916	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	461127	461969	-						41594607	NCAV_RS02500	843		old_locus_tag=NCAV_0515
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	461127	461969	-	WP_103287480.1	WP_103287480.1		sulfurtransferase		41594607	NCAV_RS02500	843	280	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	462043	462288	+						41594608	NCAV_RS02505	246		old_locus_tag=NCAV_0516
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	462043	462288	+	WP_103287479.1	WP_103287479.1		antitoxin VapB family protein		41594608	NCAV_RS02505	246	81	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	462311	462967	-						41594609	NCAV_RS02510	657		old_locus_tag=NCAV_0517
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	462311	462967	-	WP_103287478.1	WP_103287478.1		thiol-disulfide isomerase		41594609	NCAV_RS02510	657	218	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	463121	463675	+						41594610	NCAV_RS02515	555		old_locus_tag=NCAV_0518
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	463121	463675	+	WP_148695134.1	WP_148695134.1		hypothetical protein		41594610	NCAV_RS02515	555	184	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	463686	464195	-						41594611	NCAV_RS02520	510		old_locus_tag=NCAV_0519
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	463686	464195	-	WP_103287476.1	WP_103287476.1		hypothetical protein		41594611	NCAV_RS02520	510	169	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	464287	465594	+						41594612	NCAV_RS02525	1308		old_locus_tag=NCAV_0520
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	464287	465594	+	WP_103287475.1	WP_103287475.1		anion permease		41594612	NCAV_RS02525	1308	435	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	465653	465940	-						41594613	NCAV_RS02530	288		old_locus_tag=NCAV_0521
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	465653	465940	-	WP_148695135.1	WP_148695135.1		hypothetical protein		41594613	NCAV_RS02530	288	95	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	465999	467726	+						41594614	NCAV_RS02535	1728		old_locus_tag=NCAV_0522
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	465999	467726	+	WP_103287473.1	WP_103287473.1		succinate dehydrogenase/fumarate reductase flavoprotein subunit		41594614	NCAV_RS02535	1728	575	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	467839	468267	+						41594615	NCAV_RS02540	429		old_locus_tag=NCAV_0523
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	467839	468267	+	WP_197706699.1	WP_197706699.1		hypothetical protein		41594615	NCAV_RS02540	429	142	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	468285	468635	+						41594616	NCAV_RS02545	351		old_locus_tag=NCAV_0524
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	468285	468635	+	WP_197706700.1	WP_197706700.1		hypothetical protein		41594616	NCAV_RS02545	351	116	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	468673	469428	+					sdhB	41594617	NCAV_RS02550	756		old_locus_tag=NCAV_0525
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	468673	469428	+	WP_103287471.1	WP_103287471.1		succinate dehydrogenase iron-sulfur subunit	sdhB	41594617	NCAV_RS02550	756	251	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	469480	469800	-						41594618	NCAV_RS02555	321		old_locus_tag=NCAV_0526
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	469480	469800	-	WP_197706701.1	WP_197706701.1		iron-sulfur cluster assembly protein		41594618	NCAV_RS02555	321	106	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	469863	470138	-						41594619	NCAV_RS02560	276		old_locus_tag=NCAV_0527
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	469863	470138	-	WP_148695136.1	WP_148695136.1		hypothetical protein		41594619	NCAV_RS02560	276	91	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	470351	471499	+						41594620	NCAV_RS02565	1149		old_locus_tag=NCAV_0528
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	470351	471499	+	WP_103287468.1	WP_103287468.1		hypothetical protein		41594620	NCAV_RS02565	1149	382	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	471573	471890	+						41594621	NCAV_RS02570	318		old_locus_tag=NCAV_0529
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	471573	471890	+	WP_103287467.1	WP_103287467.1		hypothetical protein		41594621	NCAV_RS02570	318	105	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	471892	472299	+						41594622	NCAV_RS02575	408		old_locus_tag=NCAV_0530
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	471892	472299	+	WP_103287466.1	WP_103287466.1		hypothetical protein		41594622	NCAV_RS02575	408	135	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	472325	472909	-					endA	41594623	NCAV_RS02580	585		old_locus_tag=NCAV_0531
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	472325	472909	-	WP_197706702.1	WP_197706702.1		tRNA-intron lyase	endA	41594623	NCAV_RS02580	585	194	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	472944	473591	-						41594624	NCAV_RS02585	648		old_locus_tag=NCAV_0532
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	472944	473591	-	WP_103287465.1	WP_103287465.1		DUF47 family protein		41594624	NCAV_RS02585	648	215	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	473722	473910	+						41594625	NCAV_RS02590	189		old_locus_tag=NCAV_0534
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	473722	473910	+	WP_103287464.1	WP_103287464.1		hypothetical protein		41594625	NCAV_RS02590	189	62	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	473900	475267	-					purB	41594626	NCAV_RS02595	1368		old_locus_tag=NCAV_0535
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	473900	475267	-	WP_103287463.1	WP_103287463.1		adenylosuccinate lyase	purB	41594626	NCAV_RS02595	1368	455	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	475395	476777	+						41594627	NCAV_RS02600	1383		old_locus_tag=NCAV_0536
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	475395	476777	+	WP_231911553.1	WP_231911553.1		RtcB family protein		41594627	NCAV_RS02600	1383	460	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	476774	477184	+						41594628	NCAV_RS02605	411		old_locus_tag=NCAV_0537
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	476774	477184	+	WP_103287462.1	WP_103287462.1		double-stranded DNA-binding protein		41594628	NCAV_RS02605	411	136	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	477276	477701	+						41594629	NCAV_RS02610	426		old_locus_tag=NCAV_0538
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	477276	477701	+	WP_103287461.1	WP_103287461.1		hypothetical protein		41594629	NCAV_RS02610	426	141	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	477750	478148	+						41594630	NCAV_RS02615	399		old_locus_tag=NCAV_0539
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	477750	478148	+	WP_103287460.1	WP_103287460.1		hypothetical protein		41594630	NCAV_RS02615	399	132	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	478176	478592	-						41594631	NCAV_RS02620	417		old_locus_tag=NCAV_0540
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	478176	478592	-	WP_103287459.1	WP_103287459.1		30S ribosomal protein S11		41594631	NCAV_RS02620	417	138	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	479698	479982	-						41594632	NCAV_RS02625	285		old_locus_tag=NCAV_0541
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	479698	479982	-	WP_103287458.1	WP_103287458.1		hydrogenase/urease maturation nickel metallochaperone HypA		41594632	NCAV_RS02625	285	94	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	479960	480448	-						41594633	NCAV_RS02630	489		old_locus_tag=NCAV_0542
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	479960	480448	-	WP_103287457.1	WP_103287457.1		hydrogenase maturation protease		41594633	NCAV_RS02630	489	162	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	480570	481994	-						41594634	NCAV_RS02635	1425		old_locus_tag=NCAV_0543
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	480570	481994	-	WP_197706703.1	WP_197706703.1		Ni/Fe hydrogenase subunit alpha		41594634	NCAV_RS02635	1425	474	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	481991	482803	-						41594635	NCAV_RS02640	813		old_locus_tag=NCAV_0544
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	481991	482803	-	WP_103287456.1	WP_103287456.1		oxidoreductase		41594635	NCAV_RS02640	813	270	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	482807	483646	-						41594636	NCAV_RS02645	840		old_locus_tag=NCAV_0545
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	482807	483646	-	WP_103287455.1	WP_103287455.1		FAD/NAD(P)-binding protein		41594636	NCAV_RS02645	840	279	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	483754	484209	-						41594637	NCAV_RS02650	456		old_locus_tag=NCAV_0546
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	483754	484209	-	WP_103287454.1	WP_103287454.1		cyclic nucleotide-binding domain-containing protein		41594637	NCAV_RS02650	456	151	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	484215	485339	-						41594638	NCAV_RS02655	1125		old_locus_tag=NCAV_0547
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	484215	485339	-	WP_103287959.1	WP_103287959.1		4Fe-4S dicluster domain-containing protein		41594638	NCAV_RS02655	1125	374	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	485410	485670	+						41594639	NCAV_RS02660	261		old_locus_tag=NCAV_0548
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	485410	485670	+	WP_158648765.1	WP_158648765.1		YciI family protein		41594639	NCAV_RS02660	261	86	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	485726	488074	+					hypF	41594640	NCAV_RS02665	2349		old_locus_tag=NCAV_0549
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	485726	488074	+	WP_103287452.1	WP_103287452.1		carbamoyltransferase HypF	hypF	41594640	NCAV_RS02665	2349	782	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	488117	488311	-						41594641	NCAV_RS02670	195		old_locus_tag=NCAV_0550
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	488117	488311	-	WP_103287451.1	WP_103287451.1		hypothetical protein		41594641	NCAV_RS02670	195	64	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	488378	488758	-						41594642	NCAV_RS02675	381		old_locus_tag=NCAV_0551
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	488378	488758	-	WP_148695138.1	WP_148695138.1		hypothetical protein		41594642	NCAV_RS02675	381	126	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	488813	489682	+						41594643	NCAV_RS02680	870		old_locus_tag=NCAV_0552
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	488813	489682	+	WP_103287449.1	WP_103287449.1		DNA repair protein		41594643	NCAV_RS02680	870	289	
gene	tRNA	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	489746	489820	+						41594644	NCAV_RS02685	75		old_locus_tag=NCAV_TRNA5
tRNA		GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	489746	489820	+				tRNA-Arg		41594644	NCAV_RS02685	75		anticodon=TCT
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	489876	490307	+						41594645	NCAV_RS02690	432		old_locus_tag=NCAV_0553
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	489876	490307	+	WP_103287448.1	WP_103287448.1		archease		41594645	NCAV_RS02690	432	143	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	490346	490756	+					trxA	41594646	NCAV_RS02695	411		old_locus_tag=NCAV_0554
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	490346	490756	+	WP_197706704.1	WP_197706704.1		thioredoxin	trxA	41594646	NCAV_RS02695	411	136	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	490932	491954	+						41594647	NCAV_RS02700	1023		old_locus_tag=NCAV_0555
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	490932	491954	+	WP_103287447.1	WP_103287447.1		multicopper oxidase domain-containing protein		41594647	NCAV_RS02700	1023	340	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	492055	493266	+						41594648	NCAV_RS02705	1212		old_locus_tag=NCAV_0556
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	492055	493266	+	WP_103287446.1	WP_103287446.1		divalent cation transporter		41594648	NCAV_RS02705	1212	403	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	493321	495099	-					infB	41594649	NCAV_RS02710	1779		old_locus_tag=NCAV_0557
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	493321	495099	-	WP_103287445.1	WP_103287445.1		translation initiation factor IF-2	infB	41594649	NCAV_RS02710	1779	592	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	495131	495586	-					ndk	41594650	NCAV_RS02715	456		old_locus_tag=NCAV_0558
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	495131	495586	-	WP_103287444.1	WP_103287444.1		nucleoside-diphosphate kinase	ndk	41594650	NCAV_RS02715	456	151	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	495625	495834	-						41594651	NCAV_RS02720	210		old_locus_tag=NCAV_0559
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	495625	495834	-	WP_103287443.1	WP_103287443.1		50S ribosomal protein L24e		41594651	NCAV_RS02720	210	69	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	495892	496104	-						41594652	NCAV_RS02725	213		old_locus_tag=NCAV_0560
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	495892	496104	-	WP_103287442.1	WP_103287442.1		30S ribosomal protein S28e		41594652	NCAV_RS02725	213	70	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	496150	496521	-					rpl7ae	41594653	NCAV_RS02730	372		old_locus_tag=NCAV_0561
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	496150	496521	-	WP_103287441.1	WP_103287441.1		50S ribosomal protein L7Ae	rpl7ae	41594653	NCAV_RS02730	372	123	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	496679	497239	+						41594654	NCAV_RS02735	561		old_locus_tag=NCAV_0562
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	496679	497239	+	WP_103287440.1	WP_103287440.1		hypothetical protein		41594654	NCAV_RS02735	561	186	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	497312	498676	-					glmM	41594655	NCAV_RS02740	1365		old_locus_tag=NCAV_0563
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	497312	498676	-	WP_103287439.1	WP_103287439.1		phosphoglucosamine mutase	glmM	41594655	NCAV_RS02740	1365	454	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	499055	499813	+						41594656	NCAV_RS02745	759		old_locus_tag=NCAV_0565
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	499055	499813	+	WP_197706705.1	WP_197706705.1		SDR family oxidoreductase		41594656	NCAV_RS02745	759	252	
gene	tRNA	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	500246	500330	+						41594657	NCAV_RS02750	85		old_locus_tag=NCAV_TRNA6
tRNA		GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	500246	500330	+				tRNA-Leu		41594657	NCAV_RS02750	85		anticodon=TAG
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	500397	500915	+						41594658	NCAV_RS02755	519		old_locus_tag=NCAV_0566
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	500397	500915	+	WP_103287956.1	WP_103287956.1		adenine phosphoribosyltransferase		41594658	NCAV_RS02755	519	172	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	500905	501720	+						41594659	NCAV_RS02760	816		old_locus_tag=NCAV_0567
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	500905	501720	+	WP_197706706.1	WP_197706706.1		S-methyl-5'-thioadenosine phosphorylase		41594659	NCAV_RS02760	816	271	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	502297	502725	+						41594660	NCAV_RS02765	429		old_locus_tag=NCAV_0568
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	502297	502725	+	WP_103287438.1	WP_103287438.1		hypothetical protein		41594660	NCAV_RS02765	429	142	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	502802	504949	+						41594661	NCAV_RS02770	2148		old_locus_tag=NCAV_0569
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	502802	504949	+	WP_158648762.1	WP_158648762.1		exosortase/archaeosortase family protein		41594661	NCAV_RS02770	2148	715	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	504906	506006	+						41594662	NCAV_RS02775	1101		old_locus_tag=NCAV_0570
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	504906	506006	+	WP_103287436.1	WP_103287436.1		Gfo/Idh/MocA family oxidoreductase		41594662	NCAV_RS02775	1101	366	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	505999	506895	+						41594663	NCAV_RS02780	897		old_locus_tag=NCAV_0571
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	505999	506895	+	WP_103287435.1	WP_103287435.1		hypothetical protein		41594663	NCAV_RS02780	897	298	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	507514	507804	+						60510633	NCAV_RS08615	291		old_locus_tag=NCAV_0575
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	507514	507804	+	WP_197706708.1	WP_197706708.1		hypothetical protein		60510633	NCAV_RS08615	291	96	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	507914	508975	+						41594665	NCAV_RS02790	1062		old_locus_tag=NCAV_0576
CDS	with_protein	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	507914	508975	+	WP_158648761.1	WP_158648761.1		glycosyltransferase		41594665	NCAV_RS02790	1062	353	
gene	protein_coding	GCF_900248165.1	Primary Assembly	chromosome	NCAV	NZ_LT981265.1	509010	510134	+						41594666	NCAV_RS02795	1125		old_locus_tag=NCAV_0577
