# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	264331	264624	-	WP_048104642.1	WP_048104642.1		hypothetical protein		24816208	T478_RS01525	294	97	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	264617	265729	-						24816209	T478_RS01530	1113		old_locus_tag=T478_0313
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	264617	265729	-	WP_048104644.1	WP_048104644.1		tryptophan--tRNA ligase		24816209	T478_RS01530	1113	370	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	265781	267178	+						24816210	T478_RS01535	1398		old_locus_tag=T478_0314
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	265781	267178	+	WP_048106713.1	WP_048106713.1		phenylalanine--tRNA ligase subunit alpha		24816210	T478_RS01535	1398	465	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	267179	268822	+					pheT	24816211	T478_RS01540	1644		old_locus_tag=T478_0315
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	267179	268822	+	WP_048104645.1	WP_048104645.1		phenylalanine--tRNA ligase subunit beta	pheT	24816211	T478_RS01540	1644	547	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	269050	269469	+						24816212	T478_RS01545	420		old_locus_tag=T478_0316
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	269050	269469	+	WP_048106715.1	WP_048106715.1		EVE domain-containing protein		24816212	T478_RS01545	420	139	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	269516	269755	+						24816213	T478_RS01550	240		old_locus_tag=T478_0317
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	269516	269755	+	WP_048104647.1	WP_048104647.1		Lrp/AsnC ligand binding domain-containing protein		24816213	T478_RS01550	240	79	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	269776	270342	+						24816214	T478_RS01555	567		old_locus_tag=T478_0319
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	269776	270342	+	WP_048104650.1	WP_048104650.1		hypothetical protein		24816214	T478_RS01555	567	188	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	270339	270971	-						24816215	T478_RS01560	633		old_locus_tag=T478_0318
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	270339	270971	-	WP_048104653.1	WP_048104653.1		hypothetical protein		24816215	T478_RS01560	633	210	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	271122	273395	+						24816216	T478_RS01565	2274		old_locus_tag=T478_0320
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	271122	273395	+	WP_048106717.1	WP_048106717.1		aconitate hydratase		24816216	T478_RS01565	2274	757	
gene	tRNA	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	273397	273470	-						24816217	T478_RS01570	74		old_locus_tag=T478_0321
tRNA		GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	273397	273470	-				tRNA-Trp		24816217	T478_RS01570	74		anticodon=CCA
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	273547	274080	+						24816218	T478_RS01575	534		old_locus_tag=T478_0322
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	273547	274080	+	WP_048104655.1	WP_048104655.1		hypothetical protein		24816218	T478_RS01575	534	177	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	274216	275073	+					pdxS	24816219	T478_RS01580	858		old_locus_tag=T478_0323
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	274216	275073	+	WP_238573668.1	WP_238573668.1		pyridoxal 5'-phosphate synthase lyase subunit PdxS	pdxS	24816219	T478_RS01580	858	285	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	275136	275687	+					pdxT	24816220	T478_RS01585	552		old_locus_tag=T478_0325
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	275136	275687	+	WP_238573670.1	WP_238573670.1		pyridoxal 5'-phosphate synthase glutaminase subunit PdxT	pdxT	24816220	T478_RS01585	552	183	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	275684	278005	-						24816221	T478_RS01590	2322		old_locus_tag=T478_0324
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	275684	278005	-	WP_048104659.1	WP_048104659.1		valine--tRNA ligase		24816221	T478_RS01590	2322	773	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	278037	278336	-						24816222	T478_RS01595	300		old_locus_tag=T478_0326
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	278037	278336	-	WP_177313227.1	WP_177313227.1		4a-hydroxytetrahydrobiopterin dehydratase		24816222	T478_RS01595	300	99	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	278391	279134	+						24816223	T478_RS01600	744		old_locus_tag=T478_0328
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	278391	279134	+	WP_238573620.1	WP_238573620.1		asparagine synthase C-terminal domain-containing protein		24816223	T478_RS01600	744	247	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	279126	280487	-					purB	24816224	T478_RS01605	1362		old_locus_tag=T478_0327
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	279126	280487	-	WP_048104664.1	WP_048104664.1		adenylosuccinate lyase	purB	24816224	T478_RS01605	1362	453	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	280528	281175	-						24816225	T478_RS01610	648		old_locus_tag=T478_0329
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	280528	281175	-	WP_048104666.1	WP_048104666.1		SDR family oxidoreductase		24816225	T478_RS01610	648	215	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	281263	282711	+						24816226	T478_RS01615	1449		old_locus_tag=T478_0330
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	281263	282711	+	WP_048104668.1	WP_048104668.1		RtcB family protein		24816226	T478_RS01615	1449	482	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	282708	283121	+						24816227	T478_RS01620	414		old_locus_tag=T478_0331
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	282708	283121	+	WP_048104670.1	WP_048104670.1		hypothetical protein		24816227	T478_RS01620	414	137	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	283118	283435	+						24816228	T478_RS01625	318		
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	283118	283435	+	WP_048104674.1	WP_048104674.1		hypothetical protein		24816228	T478_RS01625	318	105	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	283432	283932	-						24816229	T478_RS01630	501		old_locus_tag=T478_0332
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	283432	283932	-	WP_082008716.1	WP_082008716.1		30S ribosomal protein S11		24816229	T478_RS01630	501	166	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	283977	284915	-					thiL	24816230	T478_RS01635	939		old_locus_tag=T478_0334
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	283977	284915	-	WP_048104675.1	WP_048104675.1		thiamine-phosphate kinase	thiL	24816230	T478_RS01635	939	312	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	284899	286188	-						24816231	T478_RS01640	1290		old_locus_tag=T478_0335
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	284899	286188	-	WP_048104677.1	WP_048104677.1		phosphomannomutase		24816231	T478_RS01640	1290	429	
gene	tRNA	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	286239	286312	+						24816232	T478_RS01645	74		old_locus_tag=T478_0336
tRNA		GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	286239	286312	+				tRNA-Thr		24816232	T478_RS01645	74		anticodon=CGT
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	286313	288118	-						24816233	T478_RS01650	1806		old_locus_tag=T478_0337
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	286313	288118	-	WP_048104678.1	WP_048104678.1		pentapeptide repeat-containing protein		24816233	T478_RS01650	1806	601	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	288307	288498	-						24816234	T478_RS01655	192		old_locus_tag=T478_0338
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	288307	288498	-	WP_048104679.1	WP_048104679.1		hypothetical protein		24816234	T478_RS01655	192	63	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	288544	288762	+						24816235	T478_RS01660	219		old_locus_tag=T478_0339
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	288544	288762	+	WP_048104680.1	WP_048104680.1		hypothetical protein		24816235	T478_RS01660	219	72	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	288765	289025	-						24816236	T478_RS01665	261		old_locus_tag=T478_0340
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	288765	289025	-	WP_048104681.1	WP_048104681.1		transcriptional regulator		24816236	T478_RS01665	261	86	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	289125	289706	+						24816237	T478_RS01670	582		old_locus_tag=T478_0341
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	289125	289706	+	WP_048104684.1	WP_048104684.1		hypothetical protein		24816237	T478_RS01670	582	193	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	289709	289894	-						24816238	T478_RS01675	186		old_locus_tag=T478_0342
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	289709	289894	-	WP_048104685.1	WP_048104685.1		hypothetical protein		24816238	T478_RS01675	186	61	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	290038	291798	-						24816239	T478_RS01680	1761		old_locus_tag=T478_0343
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	290038	291798	-	WP_048104687.1	WP_048104687.1		AIPR family protein		24816239	T478_RS01680	1761	586	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	291963	292385	+						24816240	T478_RS01685	423		
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	291963	292385	+	WP_048104688.1	WP_048104688.1		hypothetical protein		24816240	T478_RS01685	423	140	
gene	tRNA	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	292380	292451	-						41521448	T478_RS07535	72		old_locus_tag=T478_0344
tRNA		GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	292380	292451	-				tRNA-Cys		41521448	T478_RS07535	72		anticodon=GCA
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	292490	292711	-						24816241	T478_RS01690	222		old_locus_tag=T478_0345
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	292490	292711	-	WP_048104690.1	WP_048104690.1		histone family protein		24816241	T478_RS01690	222	73	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	292770	293525	+						24816242	T478_RS01695	756		old_locus_tag=T478_0346
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	292770	293525	+	WP_048104691.1	WP_048104691.1		TatD family hydrolase		24816242	T478_RS01695	756	251	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	293563	293985	+						24816243	T478_RS01700	423		old_locus_tag=T478_0347
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	293563	293985	+	WP_048104694.1	WP_048104694.1		hypothetical protein		24816243	T478_RS01700	423	140	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	294022	294798	+						24816244	T478_RS01705	777		old_locus_tag=T478_0349
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	294022	294798	+	WP_048104696.1	WP_048104696.1		MoaD/ThiS family protein		24816244	T478_RS01705	777	258	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	294790	295311	-						24816245	T478_RS01710	522		old_locus_tag=T478_0348
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	294790	295311	-	WP_048104697.1	WP_048104697.1		THUMP domain-containing protein		24816245	T478_RS01710	522	173	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	295308	295907	-						24816246	T478_RS01715	600		old_locus_tag=T478_0350
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	295308	295907	-	WP_048104698.1	WP_048104698.1		threonylcarbamoyl-AMP synthase		24816246	T478_RS01715	600	199	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	295950	296237	-						24816247	T478_RS01720	288		old_locus_tag=T478_0351
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	295950	296237	-	WP_048104700.1	WP_048104700.1		transcriptional regulator		24816247	T478_RS01720	288	95	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	296331	297023	-						24816248	T478_RS01725	693		old_locus_tag=T478_0352
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	296331	297023	-	WP_048104701.1	WP_048104701.1		hypothetical protein		24816248	T478_RS01725	693	230	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	297094	297306	-						24816249	T478_RS01730	213		old_locus_tag=T478_0353
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	297094	297306	-	WP_048104703.1	WP_048104703.1		hypothetical protein		24816249	T478_RS01730	213	70	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	297381	297659	+						24816250	T478_RS01735	279		old_locus_tag=T478_0355
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	297381	297659	+	WP_048104705.1	WP_048104705.1		Fe(2+)-trafficking protein		24816250	T478_RS01735	279	92	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	297656	298117	-						24816251	T478_RS01740	462		old_locus_tag=T478_0354
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	297656	298117	-	WP_048104706.1	WP_048104706.1		hypothetical protein		24816251	T478_RS01740	462	153	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	298191	299192	+						24816252	T478_RS01745	1002		old_locus_tag=T478_0356
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	298191	299192	+	WP_048104708.1	WP_048104708.1		adenylosuccinate synthetase		24816252	T478_RS01745	1002	333	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	299238	299900	+						24816253	T478_RS01750	663		old_locus_tag=T478_0357
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	299238	299900	+	WP_048104710.1	WP_048104710.1		hypothetical protein		24816253	T478_RS01750	663	220	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	299884	300621	+						24816254	T478_RS01755	738		old_locus_tag=T478_0359
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	299884	300621	+	WP_048104711.1	WP_048104711.1		orotidine 5'-phosphate decarboxylase		24816254	T478_RS01755	738	245	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	300610	301020	-						24816255	T478_RS01760	411		old_locus_tag=T478_0358
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	300610	301020	-	WP_048104712.1	WP_048104712.1		NUDIX domain-containing protein		24816255	T478_RS01760	411	136	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	301022	301723	-					uppS	24816256	T478_RS01765	702		old_locus_tag=T478_0360
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	301022	301723	-	WP_048104714.1	WP_048104714.1		polyprenyl diphosphate synthase	uppS	24816256	T478_RS01765	702	233	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	301801	302940	-						24816257	T478_RS01770	1140		old_locus_tag=T478_0361
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	301801	302940	-	WP_048104715.1	WP_048104715.1		DUF373 family protein		24816257	T478_RS01770	1140	379	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	303011	303511	-						24816258	T478_RS01775	501		old_locus_tag=T478_0362
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	303011	303511	-	WP_048104716.1	WP_048104716.1		hypothetical protein		24816258	T478_RS01775	501	166	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	303700	303843	+						55863147	T478_RS07685	144		old_locus_tag=T478_0363
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	303700	303843	+	WP_048104717.1	WP_048104717.1		DUF5679 domain-containing protein		55863147	T478_RS07685	144	47	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	303900	304319	+						24816260	T478_RS01785	420		old_locus_tag=T478_0364
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	303900	304319	+	WP_048104719.1	WP_048104719.1		translation initiation factor IF-2 subunit beta		24816260	T478_RS01785	420	139	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	304361	304615	+						24816261	T478_RS01790	255		old_locus_tag=T478_0365
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	304361	304615	+	WP_238573623.1	WP_238573623.1		DUF424 family protein		24816261	T478_RS01790	255	84	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	304652	304963	+						24816262	T478_RS01795	312		old_locus_tag=T478_0366
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	304652	304963	+	WP_048104722.1	WP_048104722.1		translation initiation factor eIF-1A		24816262	T478_RS01795	312	103	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	305003	305782	+						24816263	T478_RS01800	780		old_locus_tag=T478_0367
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	305003	305782	+	WP_048104723.1	WP_048104723.1		serine/threonine protein kinase		24816263	T478_RS01800	780	259	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	305779	306348	+						24816264	T478_RS01805	570		old_locus_tag=T478_0368
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	305779	306348	+	WP_048104724.1	WP_048104724.1		KH domain-containing protein		24816264	T478_RS01805	570	189	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	306338	308206	+						24816265	T478_RS01810	1869		old_locus_tag=T478_0369
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	306338	308206	+	WP_048104726.1	WP_048104726.1		DNA topoisomerase VI subunit B		24816265	T478_RS01810	1869	622	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	308199	309320	+						24816266	T478_RS01815	1122		old_locus_tag=T478_0371
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	308199	309320	+	WP_048104727.1	WP_048104727.1		DNA topoisomerase IV subunit A		24816266	T478_RS01815	1122	373	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	309306	309779	-						24816267	T478_RS01820	474		old_locus_tag=T478_0370
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	309306	309779	-	WP_082008755.1	WP_082008755.1		Hsp20/alpha crystallin family protein		24816267	T478_RS01820	474	157	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	309851	310090	+						24816268	T478_RS01825	240		old_locus_tag=T478_0372
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	309851	310090	+	WP_048104729.1	WP_048104729.1		hypothetical protein		24816268	T478_RS01825	240	79	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	310099	310461	+						24816269	T478_RS01830	363		old_locus_tag=T478_0373
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	310099	310461	+	WP_048104731.1	WP_048104731.1		hypothetical protein		24816269	T478_RS01830	363	120	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	310473	310955	+						24816270	T478_RS01835	483		old_locus_tag=T478_0374
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	310473	310955	+	WP_238573625.1	WP_238573625.1		hypothetical protein		24816270	T478_RS01835	483	160	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	310958	311242	+						24816271	T478_RS01840	285		old_locus_tag=T478_0376
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	310958	311242	+	WP_048104732.1	WP_048104732.1		hypothetical protein		24816271	T478_RS01840	285	94	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	311239	312030	-						24816272	T478_RS01845	792		old_locus_tag=T478_0375
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	311239	312030	-	WP_048104733.1	WP_048104733.1		S-methyl-5'-thioadenosine phosphorylase		24816272	T478_RS01845	792	263	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	312030	312542	-						24816273	T478_RS01850	513		old_locus_tag=T478_0377
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	312030	312542	-	WP_048104735.1	WP_048104735.1		adenine phosphoribosyltransferase		24816273	T478_RS01850	513	170	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	312584	314704	-						24816274	T478_RS01855	2121		old_locus_tag=T478_0378
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	312584	314704	-	WP_048104737.1	WP_048104737.1		hypothetical protein		24816274	T478_RS01855	2121	706	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	314769	315773	-						24816275	T478_RS01860	1005		old_locus_tag=T478_0379
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	314769	315773	-	WP_048104738.1	WP_048104738.1		aldo/keto reductase		24816275	T478_RS01860	1005	334	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	315770	316342	-						24816276	T478_RS01865	573		old_locus_tag=T478_0380
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	315770	316342	-	WP_048104739.1	WP_048104739.1		DUF1802 family protein		24816276	T478_RS01865	573	190	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	316342	317016	-						24816277	T478_RS01870	675		old_locus_tag=T478_0381
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	316342	317016	-	WP_048106731.1	WP_048106731.1		chlorite dismutase family protein		24816277	T478_RS01870	675	224	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	317060	317833	-					sufC	24816278	T478_RS01875	774		old_locus_tag=T478_0382
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	317060	317833	-	WP_048104740.1	WP_048104740.1		Fe-S cluster assembly ATPase SufC	sufC	24816278	T478_RS01875	774	257	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	317914	318876	-						24816279	T478_RS01880	963		old_locus_tag=T478_0383
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	317914	318876	-	WP_048104741.1	WP_048104741.1		transcription factor IIB		24816279	T478_RS01880	963	320	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	318873	319115	-						24816280	T478_RS01885	243		old_locus_tag=T478_0384
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	318873	319115	-	WP_048106733.1	WP_048106733.1		hypothetical protein		24816280	T478_RS01885	243	80	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	319207	319509	-						24816281	T478_RS01890	303		old_locus_tag=T478_0385
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	319207	319509	-	WP_048104743.1	WP_048104743.1		hypothetical protein		24816281	T478_RS01890	303	100	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	319514	319897	-						24816282	T478_RS01895	384		old_locus_tag=T478_0386
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	319514	319897	-	WP_048104745.1	WP_048104745.1		30S ribosomal protein S8e		24816282	T478_RS01895	384	127	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	319959	320519	-						24816283	T478_RS01900	561		old_locus_tag=T478_0387
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	319959	320519	-	WP_048104747.1	WP_048104747.1		SMC-Scp complex subunit ScpB		24816283	T478_RS01900	561	186	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	320586	321254	-						24816284	T478_RS01905	669		old_locus_tag=T478_0388
CDS	with_protein	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	320586	321254	-	WP_048106735.1	WP_048106735.1		chromosome segregation protein ScpA		24816284	T478_RS01905	669	222	
gene	protein_coding	GCF_000812185.1	Primary Assembly	chromosome		NZ_CP007026.1	321349	322404	+						24816285	T478_RS01910	1056		old_locus_tag=T478_0389
