# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	358865	360274	+	WP_086907228.1	WP_086907228.1		multicopper oxidase domain-containing protein		32900917	NMSP_RS02055	1410	469	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	360341	361273	+						32900918	NMSP_RS02060	933		old_locus_tag=NMSP_0421
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	360341	361273	+	WP_086907229.1	WP_086907229.1		D-2-hydroxyacid dehydrogenase		32900918	NMSP_RS02060	933	310	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	361453	362709	+						67882427	NMSP_RS08600	1257		old_locus_tag=NMSP_0422
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	361453	362709	+	WP_225971305.1	WP_225971305.1		hypothetical protein		67882427	NMSP_RS08600	1257	418	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	362812	363495	-						32900920	NMSP_RS02070	684		old_locus_tag=NMSP_0423
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	362812	363495	-	WP_225971306.1	WP_225971306.1		hypothetical protein		32900920	NMSP_RS02070	684	227	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	363749	364204	+						32900921	NMSP_RS02075	456		old_locus_tag=NMSP_0424
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	363749	364204	+	WP_086907230.1	WP_086907230.1		50S ribosomal protein L15e		32900921	NMSP_RS02075	456	151	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	364206	364772	+						32900922	NMSP_RS02080	567		old_locus_tag=NMSP_0425
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	364206	364772	+	WP_086907231.1	WP_086907231.1		hypothetical protein		32900922	NMSP_RS02080	567	188	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	364781	365446	-						32900923	NMSP_RS02085	666		old_locus_tag=NMSP_0426
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	364781	365446	-	WP_086907232.1	WP_086907232.1		redoxin domain-containing protein		32900923	NMSP_RS02085	666	221	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	365545	366033	+						32900924	NMSP_RS02090	489		old_locus_tag=NMSP_0427
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	365545	366033	+	WP_086907233.1	WP_086907233.1		HEAT repeat domain-containing protein		32900924	NMSP_RS02090	489	162	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	366035	366835	+						32900925	NMSP_RS02095	801		old_locus_tag=NMSP_0428
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	366035	366835	+	WP_086907234.1	WP_086907234.1		hypothetical protein		32900925	NMSP_RS02095	801	266	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	366872	367411	+						32900926	NMSP_RS02100	540		old_locus_tag=NMSP_0429
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	366872	367411	+	WP_086907235.1	WP_086907235.1		YkgJ family cysteine cluster protein		32900926	NMSP_RS02100	540	179	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	367403	370315	-						32900927	NMSP_RS02105	2913		old_locus_tag=NMSP_0430
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	367403	370315	-	WP_086907236.1	WP_086907236.1		SMC family ATPase		32900927	NMSP_RS02105	2913	970	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	370312	371463	-						32900928	NMSP_RS02110	1152		old_locus_tag=NMSP_0431
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	370312	371463	-	WP_086907237.1	WP_086907237.1		exonuclease SbcCD subunit D		32900928	NMSP_RS02110	1152	383	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	371463	372995	-						32900929	NMSP_RS02115	1533		old_locus_tag=NMSP_0432
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	371463	372995	-	WP_086907238.1	WP_086907238.1		ATP-binding protein		32900929	NMSP_RS02115	1533	510	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	372992	373783	-						32900930	NMSP_RS02120	792		old_locus_tag=NMSP_0433
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	372992	373783	-	WP_086908334.1	WP_086908334.1		DNA double-strand break repair nuclease NurA		32900930	NMSP_RS02120	792	263	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	373904	374854	-						32900931	NMSP_RS02125	951		old_locus_tag=NMSP_0434
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	373904	374854	-	WP_086907239.1	WP_086907239.1		hypothetical protein		32900931	NMSP_RS02125	951	316	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	374922	375740	+						32900932	NMSP_RS02130	819		old_locus_tag=NMSP_0435
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	374922	375740	+	WP_086907240.1	WP_086907240.1		aspartate dehydrogenase		32900932	NMSP_RS02130	819	272	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	375833	376789	+					nadA	32900933	NMSP_RS02135	957		old_locus_tag=NMSP_0436
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	375833	376789	+	WP_086907241.1	WP_086907241.1		quinolinate synthase NadA	nadA	32900933	NMSP_RS02135	957	318	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	376793	377194	+						32900934	NMSP_RS02140	402		old_locus_tag=NMSP_0437
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	376793	377194	+	WP_086907242.1	WP_086907242.1		hypothetical protein		32900934	NMSP_RS02140	402	133	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	377191	378009	-					nadC	32900935	NMSP_RS02145	819		old_locus_tag=NMSP_0438
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	377191	378009	-	WP_192866225.1	WP_192866225.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC	32900935	NMSP_RS02145	819	272	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	378051	378239	-						32900936	NMSP_RS02150	189		old_locus_tag=NMSP_0439
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	378051	378239	-	WP_086907244.1	WP_086907244.1		transcription elongation factor Spt4		32900936	NMSP_RS02150	189	62	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	378241	378834	-						32900937	NMSP_RS02155	594		old_locus_tag=NMSP_0440
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	378241	378834	-	WP_086908335.1	WP_086908335.1		DNA-directed RNA polymerase		32900937	NMSP_RS02155	594	197	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	378980	380104	+						32900938	NMSP_RS02160	1125		old_locus_tag=NMSP_0441
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	378980	380104	+	WP_086907245.1	WP_086907245.1		Mrp/NBP35 family ATP-binding protein		32900938	NMSP_RS02160	1125	374	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	380116	380610	+						32900939	NMSP_RS02165	495		old_locus_tag=NMSP_0442
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	380116	380610	+	WP_086907246.1	WP_086907246.1		GTP-dependent dephospho-CoA kinase family protein		32900939	NMSP_RS02165	495	164	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	380828	381205	+						32900940	NMSP_RS02170	378		old_locus_tag=NMSP_0443
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	380828	381205	+	WP_086907247.1	WP_086907247.1		hypothetical protein		32900940	NMSP_RS02170	378	125	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	381241	383280	+						32900941	NMSP_RS02175	2040		old_locus_tag=NMSP_0444
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	381241	383280	+	WP_086908336.1	WP_086908336.1		sodium-translocating pyrophosphatase		32900941	NMSP_RS02175	2040	679	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	383286	383462	-						59167080	NMSP_RS08345	177		old_locus_tag=NMSP_0445
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	383286	383462	-	WP_192866196.1	WP_192866196.1		hypothetical protein		59167080	NMSP_RS08345	177	58	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	383516	383773	-						32900942	NMSP_RS02180	258		old_locus_tag=NMSP_0446
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	383516	383773	-	WP_067958563.1	WP_067958563.1		DUF2024 family protein		32900942	NMSP_RS02180	258	85	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	383824	384264	-						32900943	NMSP_RS02185	441		old_locus_tag=NMSP_0447
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	383824	384264	-	WP_086907248.1	WP_086907248.1		M67 family metallopeptidase		32900943	NMSP_RS02185	441	146	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	384267	385337	-						32900944	NMSP_RS02190	1071		old_locus_tag=NMSP_0448
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	384267	385337	-	WP_225971307.1	WP_225971307.1		copper-binding protein		32900944	NMSP_RS02190	1071	356	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	385454	386341	+						32900945	NMSP_RS02195	888		old_locus_tag=NMSP_0449
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	385454	386341	+	WP_086907250.1	WP_086907250.1		heme o synthase		32900945	NMSP_RS02195	888	295	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	386350	386646	-						32900946	NMSP_RS02200	297		old_locus_tag=NMSP_0450
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	386350	386646	-	WP_086907251.1	WP_086907251.1		hypothetical protein		32900946	NMSP_RS02200	297	98	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	386649	388817	-						32900947	NMSP_RS02205	2169		old_locus_tag=NMSP_0451
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	386649	388817	-	WP_086907252.1	WP_086907252.1		CDC48 family AAA ATPase		32900947	NMSP_RS02205	2169	722	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	388856	389122	-						32900948	NMSP_RS02210	267		old_locus_tag=NMSP_0452
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	388856	389122	-	WP_067959041.1	WP_067959041.1		elongation factor 1-beta		32900948	NMSP_RS02210	267	88	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	389128	389328	-						32900949	NMSP_RS02215	201		
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	389128	389328	-	WP_225971327.1	WP_225971327.1		zinc finger domain-containing protein		32900949	NMSP_RS02215	201	66	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	389361	390497	-						32900950	NMSP_RS02220	1137		old_locus_tag=NMSP_0453
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	389361	390497	-	WP_192866197.1	WP_192866197.1		NAD(P)/FAD-dependent oxidoreductase		32900950	NMSP_RS02220	1137	378	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	390564	390917	+					pth2	32900951	NMSP_RS02225	354		old_locus_tag=NMSP_0454
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	390564	390917	+	WP_086908338.1	WP_086908338.1		peptidyl-tRNA hydrolase Pth2	pth2	32900951	NMSP_RS02225	354	117	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	391012	392583	+						32900952	NMSP_RS02230	1572		old_locus_tag=NMSP_0455
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	391012	392583	+	WP_225971308.1	WP_225971308.1		lyase		32900952	NMSP_RS02230	1572	523	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	392580	393776	+						32900953	NMSP_RS02235	1197		old_locus_tag=NMSP_0456
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	392580	393776	+	WP_086907255.1	WP_086907255.1		tRNA pseudouridine(13) synthase TruD		32900953	NMSP_RS02235	1197	398	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	393782	393988	-						32900954	NMSP_RS02240	207		old_locus_tag=NMSP_0457
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	393782	393988	-	WP_086907256.1	WP_086907256.1		hypothetical protein		32900954	NMSP_RS02240	207	68	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	394092	394778	+						32900955	NMSP_RS02245	687		old_locus_tag=NMSP_0458
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	394092	394778	+	WP_086907257.1	WP_086907257.1		hypothetical protein		32900955	NMSP_RS02245	687	228	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	394833	395171	+						32900956	NMSP_RS02250	339		old_locus_tag=NMSP_0459
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	394833	395171	+	WP_086907258.1	WP_086907258.1		hypothetical protein		32900956	NMSP_RS02250	339	112	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	395192	395440	-						32900957	NMSP_RS02255	249		old_locus_tag=NMSP_0460
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	395192	395440	-	WP_086907259.1	WP_086907259.1		hypothetical protein		32900957	NMSP_RS02255	249	82	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	395556	396008	+						32900958	NMSP_RS02260	453		old_locus_tag=NMSP_0461
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	395556	396008	+	WP_225971309.1	WP_225971309.1		YqzG/YhdC family protein		32900958	NMSP_RS02260	453	150	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396122	396355	-						32900959	NMSP_RS02265	234		old_locus_tag=NMSP_0462
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396122	396355	-	WP_086907260.1	WP_086907260.1		hypothetical protein		32900959	NMSP_RS02265	234	77	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396458	396610	+						59167081	NMSP_RS08350	153		old_locus_tag=NMSP_0463
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396458	396610	+	WP_192866198.1	WP_192866198.1		hypothetical protein		59167081	NMSP_RS08350	153	50	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396629	396781	-						59167082	NMSP_RS08355	153		old_locus_tag=NMSP_0464
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396629	396781	-	WP_192866199.1	WP_192866199.1		hypothetical protein		59167082	NMSP_RS08355	153	50	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396802	397842	-						32900960	NMSP_RS02270	1041		old_locus_tag=NMSP_0465
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	396802	397842	-	WP_086907261.1	WP_086907261.1		alcohol dehydrogenase catalytic domain-containing protein		32900960	NMSP_RS02270	1041	346	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	397950	398180	+						32900961	NMSP_RS02275	231		old_locus_tag=NMSP_0466
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	397950	398180	+	WP_086907262.1	WP_086907262.1		hypothetical protein		32900961	NMSP_RS02275	231	76	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	398227	400254	+						32900962	NMSP_RS02280	2028		old_locus_tag=NMSP_0467
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	398227	400254	+	WP_086907263.1	WP_086907263.1		thioredoxin domain-containing protein		32900962	NMSP_RS02280	2028	675	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	400251	400571	-						32900963	NMSP_RS02285	321		old_locus_tag=NMSP_0468
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	400251	400571	-	WP_086907264.1	WP_086907264.1		hypothetical protein		32900963	NMSP_RS02285	321	106	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	400787	401101	-						32900964	NMSP_RS02290	315		old_locus_tag=NMSP_0470
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	400787	401101	-	WP_086907265.1	WP_086907265.1		hypothetical protein		32900964	NMSP_RS02290	315	104	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	401184	401501	+						32900965	NMSP_RS02295	318		old_locus_tag=NMSP_0471
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	401184	401501	+	WP_086907266.1	WP_086907266.1		hypothetical protein		32900965	NMSP_RS02295	318	105	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	401788	402249	+						32900966	NMSP_RS02300	462		old_locus_tag=NMSP_0473
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	401788	402249	+	WP_086907267.1	WP_086907267.1		hypothetical protein		32900966	NMSP_RS02300	462	153	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	402262	402951	-						32900967	NMSP_RS02305	690		old_locus_tag=NMSP_0474
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	402262	402951	-	WP_086907268.1	WP_086907268.1		hypothetical protein		32900967	NMSP_RS02305	690	229	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	402948	403238	-						32900968	NMSP_RS02310	291		old_locus_tag=NMSP_0475
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	402948	403238	-	WP_086907269.1	WP_086907269.1		hypothetical protein		32900968	NMSP_RS02310	291	96	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	403339	404109	-						32900969	NMSP_RS02315	771		old_locus_tag=NMSP_0476
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	403339	404109	-	WP_086907270.1	WP_086907270.1		2OG-Fe(II) oxygenase		32900969	NMSP_RS02315	771	256	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	404110	404397	-						32900970	NMSP_RS02320	288		old_locus_tag=NMSP_0477
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	404110	404397	-	WP_086907271.1	WP_086907271.1		hypothetical protein		32900970	NMSP_RS02320	288	95	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	404711	404896	+						32900971	NMSP_RS02325	186		old_locus_tag=NMSP_0479
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	404711	404896	+	WP_152023799.1	WP_152023799.1		hypothetical protein		32900971	NMSP_RS02325	186	61	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	404923	405159	-						32900972	NMSP_RS02330	237		old_locus_tag=NMSP_0480
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	404923	405159	-	WP_086907273.1	WP_086907273.1		Lrp/AsnC ligand binding domain-containing protein		32900972	NMSP_RS02330	237	78	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	405211	406551	-						32900973	NMSP_RS02335	1341		old_locus_tag=NMSP_0481
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	405211	406551	-	WP_086908339.1	WP_086908339.1		DEAD/DEAH box helicase		32900973	NMSP_RS02335	1341	446	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	406654	407457	-						32900974	NMSP_RS02340	804		old_locus_tag=NMSP_0482
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	406654	407457	-	WP_086907274.1	WP_086907274.1		DsbA family protein		32900974	NMSP_RS02340	804	267	
gene	tRNA	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	407526	407599	-						32900975	NMSP_RS02345	74		old_locus_tag=NMSP_0483
tRNA		GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	407526	407599	-				tRNA-Thr		32900975	NMSP_RS02345	74		anticodon=TGT
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	407714	407950	+						32900976	NMSP_RS02350	237		old_locus_tag=NMSP_0484
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	407714	407950	+	WP_192866200.1	WP_192866200.1		hypothetical protein		32900976	NMSP_RS02350	237	78	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	408009	408560	+						32900977	NMSP_RS02355	552		old_locus_tag=NMSP_0485
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	408009	408560	+	WP_086907276.1	WP_086907276.1		pyruvoyl-dependent arginine decarboxylase		32900977	NMSP_RS02355	552	183	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	408561	409715	-						32900978	NMSP_RS02360	1155		old_locus_tag=NMSP_0486
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	408561	409715	-	WP_086908340.1	WP_086908340.1		hypothetical protein		32900978	NMSP_RS02360	1155	384	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	409823	410395	+						32900979	NMSP_RS02365	573		old_locus_tag=NMSP_0487
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	409823	410395	+	WP_086908341.1	WP_086908341.1		hypothetical protein		32900979	NMSP_RS02365	573	190	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	410563	411021	+						32900980	NMSP_RS02370	459		old_locus_tag=NMSP_0488
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	410563	411021	+	WP_086907277.1	WP_086907277.1		hypothetical protein		32900980	NMSP_RS02370	459	152	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	411049	412821	-						32900981	NMSP_RS02375	1773		old_locus_tag=NMSP_0489
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	411049	412821	-	WP_086907278.1	WP_086907278.1		M3 family oligoendopeptidase		32900981	NMSP_RS02375	1773	590	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	412869	413399	-						32900982	NMSP_RS02380	531		old_locus_tag=NMSP_0490
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	412869	413399	-	WP_086907279.1	WP_086907279.1		Lrp/AsnC family transcriptional regulator		32900982	NMSP_RS02380	531	176	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	413510	413743	-						32900983	NMSP_RS02385	234		old_locus_tag=NMSP_0491
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	413510	413743	-	WP_225971310.1	WP_225971310.1		UBP-type zinc finger domain-containing protein		32900983	NMSP_RS02385	234	77	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	413772	414311	-						32900984	NMSP_RS02390	540		old_locus_tag=NMSP_0492
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	413772	414311	-	WP_086907281.1	WP_086907281.1		inorganic diphosphatase		32900984	NMSP_RS02390	540	179	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	414363	414785	-						32900985	NMSP_RS02395	423		old_locus_tag=NMSP_0493
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	414363	414785	-	WP_086907282.1	WP_086907282.1		hypothetical protein		32900985	NMSP_RS02395	423	140	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	414848	415528	-						32900986	NMSP_RS02400	681		old_locus_tag=NMSP_0494
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	414848	415528	-	WP_225971311.1	WP_225971311.1		PD-(D/E)XK nuclease family protein		32900986	NMSP_RS02400	681	226	
gene	tRNA	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	415596	415689	-						32900987	NMSP_RS02405	94		old_locus_tag=NMSP_0495
tRNA		GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	415596	415689	-				tRNA-Val		32900987	NMSP_RS02405	75		anticodon=CAC
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	415768	416031	+						32900988	NMSP_RS02410	264		old_locus_tag=NMSP_0496
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	415768	416031	+	WP_225971312.1	WP_225971312.1		hypothetical protein		32900988	NMSP_RS02410	264	87	
gene	protein_coding	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	416036	416203	-						32900989	NMSP_RS02415	168		old_locus_tag=NMSP_0497
CDS	with_protein	GCF_002156965.1	Primary Assembly	chromosome		NZ_CP021324.1	416036	416203	-	WP_067958461.1	WP_067958461.1		50S ribosomal protein L40e		32900989	NMSP_RS02415	168	55	
