# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	195510	195857	+	WP_011761965.1	WP_011761965.1		HypC/HybG/HupF family hydrogenase formation chaperone		4617323	PISL_RS01065	348	115	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	195850	198096	+					hypF	4616763	PISL_RS01070	2247		old_locus_tag=Pisl_0207
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	195850	198096	+	WP_011761966.1	WP_011761966.1		carbamoyltransferase HypF	hypF	4616763	PISL_RS01070	2247	748	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	198086	198784	+						4617082	PISL_RS01075	699		old_locus_tag=Pisl_0208
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	198086	198784	+	WP_167827590.1	WP_167827590.1		hypothetical protein		4617082	PISL_RS01075	699	232	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	198789	199085	+						4617063	PISL_RS01080	297		old_locus_tag=Pisl_0209
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	198789	199085	+	WP_011761968.1	WP_011761968.1		hypothetical protein		4617063	PISL_RS01080	297	98	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	199077	199748	-						4616658	PISL_RS01085	672		old_locus_tag=Pisl_0210
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	199077	199748	-	WP_011761969.1	WP_011761969.1		energy-coupling factor ABC transporter ATP-binding protein		4616658	PISL_RS01085	672	223	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	199729	200313	-						4618020	PISL_RS01090	585		old_locus_tag=Pisl_0211
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	199729	200313	-	WP_011761970.1	WP_011761970.1		hypothetical protein		4618020	PISL_RS01090	585	194	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	200294	200605	-						4617533	PISL_RS01095	312		old_locus_tag=Pisl_0212
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	200294	200605	-	WP_011761971.1	WP_011761971.1		PDGLE domain-containing protein		4617533	PISL_RS01095	312	103	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	200602	201210	-						4618096	PISL_RS01100	609		old_locus_tag=Pisl_0213
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	200602	201210	-	WP_011761972.1	WP_011761972.1		energy-coupling factor ABC transporter permease		4618096	PISL_RS01100	609	202	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	201283	202035	-						4617630	PISL_RS01105	753		old_locus_tag=Pisl_0214
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	201283	202035	-	WP_011761973.1	WP_011761973.1		ABC transporter ATP-binding protein		4617630	PISL_RS01105	753	250	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	202022	203038	-						4617679	PISL_RS01110	1017		old_locus_tag=Pisl_0215
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	202022	203038	-	WP_011761974.1	WP_011761974.1		iron ABC transporter permease		4617679	PISL_RS01110	1017	338	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	203026	204207	-						4618126	PISL_RS01115	1182		old_locus_tag=Pisl_0216
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	203026	204207	-	WP_011761975.1	WP_011761975.1		iron ABC transporter substrate-binding protein		4618126	PISL_RS01115	1182	393	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	204230	204955	-						4618151	PISL_RS01120	726		old_locus_tag=Pisl_0217
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	204230	204955	-	WP_011761976.1	WP_011761976.1		DUF364 domain-containing protein		4618151	PISL_RS01120	726	241	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	204998	206716	-						4616699	PISL_RS01125	1719		old_locus_tag=Pisl_0218
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	204998	206716	-	WP_011761977.1	WP_011761977.1		AMP-binding protein		4616699	PISL_RS01125	1719	572	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	206792	207508	+						4616992	PISL_RS01130	717		old_locus_tag=Pisl_0219
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	206792	207508	+	WP_011761978.1	WP_011761978.1		FmdE family protein		4616992	PISL_RS01130	717	238	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	207468	207740	-						4617455	PISL_RS01135	273		old_locus_tag=Pisl_0220
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	207468	207740	-	WP_053240244.1	WP_053240244.1		hypothetical protein		4617455	PISL_RS01135	273	90	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	207768	208547	-						4616912	PISL_RS01140	780		old_locus_tag=Pisl_0221
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	207768	208547	-	WP_053240245.1	WP_053240245.1		hypothetical protein		4616912	PISL_RS01140	780	259	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	208845	209081	-						25478816	PISL_RS01145	237		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	208845	209081	-	WP_167827591.1	WP_167827591.1		hypothetical protein		25478816	PISL_RS01145	237	78	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	209174	209440	-						25478817	PISL_RS01150	267		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	209174	209440	-	WP_209319997.1	WP_209319997.1		hypothetical protein		25478817	PISL_RS01150	267	88	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	209616	210098	+						4616376	PISL_RS01155	483		old_locus_tag=Pisl_0223
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	209616	210098	+	WP_011761981.1	WP_011761981.1		PaREP1 family protein		4616376	PISL_RS01155	483	160	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	210582	210689	+						52278176	PISL_RS10470	108		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	210582	210689	+	WP_209320008.1	WP_209320008.1		hypothetical protein		52278176	PISL_RS10470	108	35	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	210696	211253	-						4616936	PISL_RS01160	558		old_locus_tag=Pisl_0224
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	210696	211253	-	WP_245218411.1	WP_245218411.1		hypothetical protein		4616936	PISL_RS01160	558	185	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	211332	212138	-						4617578	PISL_RS01165	807		old_locus_tag=Pisl_0225
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	211332	212138	-	WP_245218413.1	WP_245218413.1		anaerobic ribonucleoside-triphosphate reductase activating protein		4617578	PISL_RS01165	807	268	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	212051	213871	-						4617354	PISL_RS01170	1821		old_locus_tag=Pisl_0226
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	212051	213871	-	WP_011761984.1	WP_011761984.1		anaerobic ribonucleoside triphosphate reductase		4617354	PISL_RS01170	1821	606	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	213983	216031	-						4617012	PISL_RS01175	2049		old_locus_tag=Pisl_0227
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	213983	216031	-	WP_011761985.1	WP_011761985.1		ABC transporter substrate-binding protein		4617012	PISL_RS01175	2049	682	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	216061	219624	-					bchH	4617008	PISL_RS01180	3564		old_locus_tag=Pisl_0228
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	216061	219624	-	WP_011761986.1	WP_011761986.1		magnesium chelatase subunit H	bchH	4617008	PISL_RS01180	3564	1187	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	219621	221591	-						4616998	PISL_RS01185	1971		old_locus_tag=Pisl_0229
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	219621	221591	-	WP_245218414.1	WP_245218414.1		ATP-binding protein		4616998	PISL_RS01185	1971	656	
gene	pseudogene	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	221534	225393	-						71810742	PISL_RS11245	3860		pseudo;old_locus_tag=Pisl_0230
CDS	without_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	221534	225393	-				cobaltochelatase subunit CobN		71810742	PISL_RS11245	3860		pseudo
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	225532	227703	+						4616946	PISL_RS01195	2172		old_locus_tag=Pisl_0231
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	225532	227703	+	WP_011761988.1	WP_011761988.1		ABC transporter substrate-binding protein		4616946	PISL_RS01195	2172	723	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	227694	228734	+						4616950	PISL_RS01200	1041		old_locus_tag=Pisl_0232
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	227694	228734	+	WP_011761989.1	WP_011761989.1		iron ABC transporter permease		4616950	PISL_RS01200	1041	346	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	228727	229488	+						4617076	PISL_RS01205	762		old_locus_tag=Pisl_0233
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	228727	229488	+	WP_011761990.1	WP_011761990.1		ABC transporter ATP-binding protein		4617076	PISL_RS01205	762	253	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	229481	230377	+						4617006	PISL_RS01210	897		old_locus_tag=Pisl_0234
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	229481	230377	+	WP_011761991.1	WP_011761991.1		nucleoside recognition protein		4617006	PISL_RS01210	897	298	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	230368	231132	+						4616933	PISL_RS01215	765		old_locus_tag=Pisl_0235
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	230368	231132	+	WP_011761992.1	WP_011761992.1		class I SAM-dependent methyltransferase		4616933	PISL_RS01215	765	254	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	231114	232022	+						4616990	PISL_RS01220	909		old_locus_tag=Pisl_0236
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	231114	232022	+	WP_011761993.1	WP_011761993.1		nucleoside recognition protein		4616990	PISL_RS01220	909	302	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	232261	232920	-						4616939	PISL_RS01225	660		old_locus_tag=Pisl_0237
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	232261	232920	-	WP_011761994.1	WP_011761994.1		DUF4143 domain-containing protein		4616939	PISL_RS01225	660	219	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	233213	233371	-						63606487	PISL_RS11155	159		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	233213	233371	-	WP_209319999.1	WP_209319999.1		hypothetical protein		63606487	PISL_RS11155	159	52	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	233726	234007	+						4616931	PISL_RS01230	282		old_locus_tag=Pisl_0238
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	233726	234007	+	WP_053240527.1	WP_053240527.1		AbrB/MazE/SpoVT family DNA-binding domain-containing protein		4616931	PISL_RS01230	282	93	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	233979	234434	+						4617537	PISL_RS01235	456		old_locus_tag=Pisl_0239
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	233979	234434	+	WP_011761996.1	WP_011761996.1		PIN domain-containing protein		4617537	PISL_RS01235	456	151	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	234982	235257	-						4617003	PISL_RS01245	276		old_locus_tag=Pisl_0240
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	234982	235257	-	WP_011761997.1	WP_011761997.1		hypothetical protein		4617003	PISL_RS01245	276	91	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	235643	236185	-						4617010	PISL_RS01250	543		old_locus_tag=Pisl_0241
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	235643	236185	-	WP_011761998.1	WP_011761998.1		nucleotidyltransferase		4617010	PISL_RS01250	543	180	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	236163	236351	-						4617482	PISL_RS01255	189		old_locus_tag=Pisl_0242
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	236163	236351	-	WP_053240249.1	WP_053240249.1		hypothetical protein		4617482	PISL_RS01255	189	62	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	236602	237852	-						4616397	PISL_RS01265	1251		old_locus_tag=Pisl_0243
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	236602	237852	-	WP_053240251.1	WP_053240251.1		zinc ribbon domain-containing protein		4616397	PISL_RS01265	1251	416	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	238058	238624	+						4616995	PISL_RS01270	567		old_locus_tag=Pisl_0244
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	238058	238624	+	WP_245218415.1	WP_245218415.1		DUF1122 family protein		4616995	PISL_RS01270	567	188	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	238600	239928	-						4617219	PISL_RS01275	1329		old_locus_tag=Pisl_0245
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	238600	239928	-	WP_011762002.1	WP_011762002.1		FAD-dependent oxidoreductase		4617219	PISL_RS01275	1329	442	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	239971	240273	-						4617014	PISL_RS01280	303		old_locus_tag=Pisl_0246
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	239971	240273	-	WP_011762003.1	WP_011762003.1		2Fe-2S iron-sulfur cluster-binding protein		4617014	PISL_RS01280	303	100	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	240273	242000	-						4617521	PISL_RS01285	1728		old_locus_tag=Pisl_0247
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	240273	242000	-	WP_011762004.1	WP_011762004.1		succinate dehydrogenase/fumarate reductase flavoprotein subunit		4617521	PISL_RS01285	1728	575	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	242084	243580	-						4617793	PISL_RS01290	1497		old_locus_tag=Pisl_0248
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	242084	243580	-	WP_011762005.1	WP_011762005.1		4-hydroxyphenylacetate 3-hydroxylase family protein		4617793	PISL_RS01290	1497	498	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	243704	245125	+						4616871	PISL_RS01295	1422		old_locus_tag=Pisl_0249
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	243704	245125	+	WP_011762006.1	WP_011762006.1		aldehyde dehydrogenase family protein		4616871	PISL_RS01295	1422	473	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	245127	247016	+						4616942	PISL_RS01300	1890		old_locus_tag=Pisl_0250
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	245127	247016	+	WP_011762007.1	WP_011762007.1		acetate--CoA ligase		4616942	PISL_RS01300	1890	629	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	247142	248230	-						4617348	PISL_RS01305	1089		old_locus_tag=Pisl_0251
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	247142	248230	-	WP_011762008.1	WP_011762008.1		zinc-binding dehydrogenase		4617348	PISL_RS01305	1089	362	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	248332	249717	+					ppcA	4616997	PISL_RS01310	1386		old_locus_tag=Pisl_0252
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	248332	249717	+	WP_011762009.1	WP_011762009.1		phosphoenolpyruvate carboxylase	ppcA	4616997	PISL_RS01310	1386	461	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	249720	250142	+						4617397	PISL_RS01315	423		old_locus_tag=Pisl_0253
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	249720	250142	+	WP_011762010.1	WP_011762010.1		CBS domain-containing protein		4617397	PISL_RS01315	423	140	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	250118	250528	+						4617548	PISL_RS01320	411		old_locus_tag=Pisl_0254
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	250118	250528	+	WP_011762011.1	WP_011762011.1		CBS domain-containing protein		4617548	PISL_RS01320	411	136	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	250616	251044	-						4617454	PISL_RS01325	429		old_locus_tag=Pisl_0255
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	250616	251044	-	WP_011762012.1	WP_011762012.1		CBS domain-containing protein		4617454	PISL_RS01325	429	142	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	251104	251655	-						4617570	PISL_RS01330	552		old_locus_tag=Pisl_0256
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	251104	251655	-	WP_011762013.1	WP_011762013.1		carbonic anhydrase		4617570	PISL_RS01330	552	183	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	251779	252333	-						4616353	PISL_RS01335	555		old_locus_tag=Pisl_0257
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	251779	252333	-	WP_011762014.1	WP_011762014.1		hypothetical protein		4616353	PISL_RS01335	555	184	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	252356	253198	-						4616834	PISL_RS01340	843		old_locus_tag=Pisl_0258
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	252356	253198	-	WP_011762015.1	WP_011762015.1		phosphate ABC transporter permease		4616834	PISL_RS01340	843	280	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	253195	254073	-					pstC	4617375	PISL_RS01345	879		old_locus_tag=Pisl_0259
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	253195	254073	-	WP_011762016.1	WP_011762016.1		phosphate ABC transporter permease subunit PstC	pstC	4617375	PISL_RS01345	879	292	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	254070	255341	-					pstS	4617780	PISL_RS01350	1272		old_locus_tag=Pisl_0260
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	254070	255341	-	WP_011762017.1	WP_011762017.1		phosphate ABC transporter substrate-binding protein PstS	pstS	4617780	PISL_RS01350	1272	423	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	255486	255983	+						25478820	PISL_RS01355	498		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	255486	255983	+	WP_167827594.1	WP_167827594.1		hypothetical protein		25478820	PISL_RS01355	498	165	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	256014	256325	+						25478821	PISL_RS01360	312		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	256014	256325	+	WP_053240253.1	WP_053240253.1		hypothetical protein		25478821	PISL_RS01360	312	103	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	256290	258002	-						4616619	PISL_RS01365	1713		old_locus_tag=Pisl_0262
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	256290	258002	-	WP_011762018.1	WP_011762018.1		ferrous iron transporter B		4616619	PISL_RS01365	1713	570	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	258300	258389	-						52278180	PISL_RS10490	90		
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	258300	258389	-	WP_167827595.1	WP_167827595.1		hypothetical protein		52278180	PISL_RS10490	90	29	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	258836	260470	-						4617661	PISL_RS01370	1635		old_locus_tag=Pisl_0263
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	258836	260470	-	WP_011762019.1	WP_011762019.1		acyl CoA:acetate/3-ketoacid CoA transferase		4617661	PISL_RS01370	1635	544	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	260989	262122	-					nrfD	4618164	PISL_RS01375	1134		old_locus_tag=Pisl_0264
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	260989	262122	-	WP_011762020.1	WP_011762020.1		polysulfide reductase NrfD	nrfD	4618164	PISL_RS01375	1134	377	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	262119	262817	-						4616457	PISL_RS01380	699		old_locus_tag=Pisl_0265
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	262119	262817	-	WP_011762021.1	WP_011762021.1		4Fe-4S dicluster domain-containing protein		4616457	PISL_RS01380	699	232	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	262814	265990	-						4617925	PISL_RS01385	3177		old_locus_tag=Pisl_0266
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	262814	265990	-	WP_053240254.1	WP_053240254.1		molybdopterin-dependent oxidoreductase		4617925	PISL_RS01385	3177	1058	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	266091	266903	-						4617085	PISL_RS01390	813		old_locus_tag=Pisl_0267
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	266091	266903	-	WP_011762023.1	WP_011762023.1		hypothetical protein		4617085	PISL_RS01390	813	270	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	266930	267985	+						4617222	PISL_RS01395	1056		old_locus_tag=Pisl_0268
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	266930	267985	+	WP_011762024.1	WP_011762024.1		anthranilate synthase component I family protein		4617222	PISL_RS01395	1056	351	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	268193	270259	-						4617952	PISL_RS01400	2067		old_locus_tag=Pisl_0269
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	268193	270259	-	WP_011762025.1	WP_011762025.1		MFS transporter		4617952	PISL_RS01400	2067	688	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	270256	272259	-					acs	4617664	PISL_RS01405	2004		old_locus_tag=Pisl_0270
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	270256	272259	-	WP_011762026.1	WP_011762026.1		acetate--CoA ligase	acs	4617664	PISL_RS01405	2004	667	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	272346	273257	-						4617984	PISL_RS01410	912		old_locus_tag=Pisl_0271
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	272346	273257	-	WP_011762027.1	WP_011762027.1		homoserine dehydrogenase		4617984	PISL_RS01410	912	303	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	273286	274302	-					asd	4617335	PISL_RS01415	1017		old_locus_tag=Pisl_0272
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	273286	274302	-	WP_011762028.1	WP_011762028.1		aspartate-semialdehyde dehydrogenase	asd	4617335	PISL_RS01415	1017	338	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	274290	275297	-						4617498	PISL_RS01420	1008		old_locus_tag=Pisl_0273
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	274290	275297	-	WP_011762029.1	WP_011762029.1		aspartate kinase		4617498	PISL_RS01420	1008	335	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	275294	276289	-					thrC	4617901	PISL_RS01425	996		old_locus_tag=Pisl_0274
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	275294	276289	-	WP_245218416.1	WP_245218416.1		threonine synthase	thrC	4617901	PISL_RS01425	996	331	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	276617	277294	+						4616993	PISL_RS01430	678		old_locus_tag=Pisl_0275
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	276617	277294	+	WP_245218417.1	WP_245218417.1		hypothetical protein		4616993	PISL_RS01430	678	225	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	277291	278349	+					argC	4617833	PISL_RS01435	1059		old_locus_tag=Pisl_0276
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	277291	278349	+	WP_011762032.1	WP_011762032.1		N-acetyl-gamma-glutamyl-phosphate reductase	argC	4617833	PISL_RS01435	1059	352	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	278346	279131	+						4617001	PISL_RS01440	786		old_locus_tag=Pisl_0277
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	278346	279131	+	WP_011762033.1	WP_011762033.1		[LysW]-aminoadipate/[LysW]-glutamate kinase		4617001	PISL_RS01440	786	261	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	279201	279386	+						4617356	PISL_RS01445	186		old_locus_tag=Pisl_0278
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	279201	279386	+	WP_011762034.1	WP_011762034.1		lysine biosynthesis protein		4617356	PISL_RS01445	186	61	
gene	protein_coding	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	279444	280589	+						4617182	PISL_RS01450	1146		old_locus_tag=Pisl_0279
CDS	with_protein	GCF_000015205.1	Primary Assembly	chromosome		NC_008701.1	279444	280589	+	WP_245218475.1	WP_245218475.1		argininosuccinate synthase		4617182	PISL_RS01450	1146	381	
