# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	146024	146275	+	WP_014962471.1	WP_014962471.1		hypothetical protein		13725614	NKOR_RS00815	252	83	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	146363	146758	+						13725615	NKOR_RS00820	396		old_locus_tag=NKOR_00815
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	146363	146758	+	WP_232203010.1	WP_232203010.1		hypothetical protein		13725615	NKOR_RS00820	396	131	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	146755	147636	-						13725616	NKOR_RS00825	882		old_locus_tag=NKOR_00820
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	146755	147636	-	WP_014962473.1	WP_014962473.1		radical SAM protein		13725616	NKOR_RS00825	882	293	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	147736	148038	+						13725617	NKOR_RS00830	303		old_locus_tag=NKOR_00825
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	147736	148038	+	WP_016939535.1	WP_016939535.1		winged helix-turn-helix domain-containing protein		13725617	NKOR_RS00830	303	100	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	148064	148348	+						13725618	NKOR_RS00835	285		old_locus_tag=NKOR_00830
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	148064	148348	+	WP_014962475.1	WP_014962475.1		hypothetical protein		13725618	NKOR_RS00835	285	94	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	148384	148827	+						13725619	NKOR_RS00840	444		old_locus_tag=NKOR_00835
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	148384	148827	+	WP_014962476.1	WP_014962476.1		hypothetical protein		13725619	NKOR_RS00840	444	147	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	148817	149173	+						13725620	NKOR_RS00845	357		old_locus_tag=NKOR_00840
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	148817	149173	+	WP_014962477.1	WP_014962477.1		reverse transcriptase-like protein		13725620	NKOR_RS00845	357	118	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	149237	149515	+						70692794	NKOR_RS10205	279		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	149237	149515	+	WP_232212233.1	WP_232212233.1		CoA-binding protein		70692794	NKOR_RS10205	279	92	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	149512	151332	+						41583267	NKOR_RS00850	1821		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	149512	151332	+	WP_232212234.1	WP_232212234.1		acetate--CoA ligase family protein		41583267	NKOR_RS00850	1821	606	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	151406	152932	+						13725621	NKOR_RS00855	1527		old_locus_tag=NKOR_00855
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	151406	152932	+	WP_014962478.1	WP_014962478.1		4-hydroxybutyryl-CoA dehydratase		13725621	NKOR_RS00855	1527	508	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	153027	153941	+						13725622	NKOR_RS00860	915		old_locus_tag=NKOR_00860
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	153027	153941	+	WP_014962479.1	WP_014962479.1		hypothetical protein		13725622	NKOR_RS00860	915	304	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	154120	154827	-						13725623	NKOR_RS00865	708		old_locus_tag=NKOR_00865
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	154120	154827	-	WP_014962480.1	WP_014962480.1		signal peptidase I		13725623	NKOR_RS00865	708	235	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	154868	155611	-						13725624	NKOR_RS00870	744		old_locus_tag=NKOR_00870
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	154868	155611	-	WP_014962481.1	WP_014962481.1		zinc-ribbon domain-containing protein		13725624	NKOR_RS00870	744	247	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	155727	156053	+					trxA	13725625	NKOR_RS00875	327		old_locus_tag=NKOR_00875
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	155727	156053	+	WP_014962482.1	WP_014962482.1		thioredoxin	trxA	13725625	NKOR_RS00875	327	108	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	156179	156250	+						13725626	NKOR_RS00880	72		old_locus_tag=NKOR_t09879
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	156179	156250	+				tRNA-Ala		13725626	NKOR_RS00880	72		anticodon=CGC
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	156294	156653	+						13725627	NKOR_RS00885	360		old_locus_tag=NKOR_00880
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	156294	156653	+	WP_014962483.1	WP_014962483.1		zinc-ribbon domain-containing protein		13725627	NKOR_RS00885	360	119	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	156668	157207	-						13725628	NKOR_RS00890	540		old_locus_tag=NKOR_00885
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	156668	157207	-	WP_014962484.1	WP_014962484.1		zinc-ribbon domain-containing protein		13725628	NKOR_RS00890	540	179	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	157610	157816	+						13725629	NKOR_RS00895	207		old_locus_tag=NKOR_00890
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	157610	157816	+	WP_014962485.1	WP_014962485.1		hypothetical protein		13725629	NKOR_RS00895	207	68	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	157817	158080	-						13725630	NKOR_RS00900	264		old_locus_tag=NKOR_00895
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	157817	158080	-	WP_014962486.1	WP_014962486.1		hypothetical protein		13725630	NKOR_RS00900	264	87	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	158175	159566	+						13725631	NKOR_RS00905	1392		old_locus_tag=NKOR_00900
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	158175	159566	+	WP_014962487.1	WP_014962487.1		amidohydrolase family protein		13725631	NKOR_RS00905	1392	463	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	159612	160511	+						13725632	NKOR_RS00910	900		old_locus_tag=NKOR_00905
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	159612	160511	+	WP_016939538.1	WP_016939538.1		hypothetical protein		13725632	NKOR_RS00910	900	299	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	160519	161346	-					amrB	13725633	NKOR_RS00915	828		old_locus_tag=NKOR_00910
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	160519	161346	-	WP_014962489.1	WP_014962489.1		AmmeMemoRadiSam system protein B	amrB	13725633	NKOR_RS00915	828	275	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	161367	161984	-						13725634	NKOR_RS00920	618		old_locus_tag=NKOR_00915
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	161367	161984	-	WP_014962490.1	WP_014962490.1		TIGR00296 family protein		13725634	NKOR_RS00920	618	205	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	162023	163087	+					amrS	13725635	NKOR_RS00925	1065		old_locus_tag=NKOR_00920
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	162023	163087	+	WP_014962491.1	WP_014962491.1		AmmeMemoRadiSam system radical SAM enzyme	amrS	13725635	NKOR_RS00925	1065	354	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	163090	163287	-						13725636	NKOR_RS00930	198		old_locus_tag=NKOR_00925
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	163090	163287	-	WP_014962492.1	WP_014962492.1		hypothetical protein		13725636	NKOR_RS00930	198	65	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	163325	163999	-					rpiA	13725637	NKOR_RS00935	675		old_locus_tag=NKOR_00930
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	163325	163999	-	WP_014962493.1	WP_014962493.1		ribose-5-phosphate isomerase RpiA	rpiA	13725637	NKOR_RS00935	675	224	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	164000	164974	-						13725638	NKOR_RS00940	975		old_locus_tag=NKOR_00935
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	164000	164974	-	WP_014962494.1	WP_014962494.1		hypothetical protein		13725638	NKOR_RS00940	975	324	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	164975	165142	-						13725639	NKOR_RS00945	168		old_locus_tag=NKOR_00940
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	164975	165142	-	WP_014962495.1	WP_014962495.1		50S ribosomal protein L37e		13725639	NKOR_RS00945	168	55	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	165153	165389	-						13725640	NKOR_RS00950	237		old_locus_tag=NKOR_00945
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	165153	165389	-	WP_014962496.1	WP_014962496.1		snRNP Sm		13725640	NKOR_RS00950	237	78	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	165447	166169	-						13725641	NKOR_RS00955	723		old_locus_tag=NKOR_00950
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	165447	166169	-	WP_016939870.1	WP_016939870.1		creatininase family protein		13725641	NKOR_RS00955	723	240	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	166175	167017	-						13725642	NKOR_RS00960	843		old_locus_tag=NKOR_00955
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	166175	167017	-	WP_014962498.1	WP_014962498.1		formyltetrahydrofolate deformylase		13725642	NKOR_RS00960	843	280	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	167070	167157	-						13725643	NKOR_RS00965	88		old_locus_tag=NKOR_t09881
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	167070	167157	-				tRNA-Leu		13725643	NKOR_RS00965	88		anticodon=TAG
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	167205	168554	+					glmM	13725644	NKOR_RS00970	1350		old_locus_tag=NKOR_00960
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	167205	168554	+	WP_014962499.1	WP_014962499.1		phosphoglucosamine mutase	glmM	13725644	NKOR_RS00970	1350	449	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	168617	169003	+					rpl7ae	13725645	NKOR_RS00975	387		old_locus_tag=NKOR_00965
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	168617	169003	+	WP_012214608.1	WP_012214608.1		50S ribosomal protein L7Ae	rpl7ae	13725645	NKOR_RS00975	387	128	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169000	169212	+						13725646	NKOR_RS00980	213		old_locus_tag=NKOR_00970
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169000	169212	+	WP_012214609.1	WP_012214609.1		30S ribosomal protein S28e		13725646	NKOR_RS00980	213	70	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169222	169422	+						13725647	NKOR_RS00985	201		old_locus_tag=NKOR_00975
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169222	169422	+	WP_014962500.1	WP_014962500.1		hypothetical protein		13725647	NKOR_RS00985	201	66	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169425	169826	+					ndk	13725648	NKOR_RS00990	402		old_locus_tag=NKOR_00980
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169425	169826	+	WP_014962501.1	WP_014962501.1		nucleoside-diphosphate kinase	ndk	13725648	NKOR_RS00990	402	133	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169833	171614	+					infB	13725649	NKOR_RS00995	1782		old_locus_tag=NKOR_00985
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	169833	171614	+	WP_083879820.1	WP_083879820.1		translation initiation factor IF-2	infB	13725649	NKOR_RS00995	1782	593	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	171616	172017	-					trxA	13725650	NKOR_RS01000	402		old_locus_tag=NKOR_00990
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	171616	172017	-	WP_014962503.1	WP_014962503.1		thioredoxin	trxA	13725650	NKOR_RS01000	402	133	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	172062	172208	-						58787086	NKOR_RS09815	147		old_locus_tag=NKOR_00995
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	172062	172208	-	WP_014962504.1	WP_014962504.1		hypothetical protein		58787086	NKOR_RS09815	147	48	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	172233	173723	-						13725652	NKOR_RS01005	1491		old_locus_tag=NKOR_01000
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	172233	173723	-	WP_014962505.1	WP_014962505.1		Ig domain-containing protein		13725652	NKOR_RS01005	1491	496	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	173801	174217	-						13725653	NKOR_RS01010	417		old_locus_tag=NKOR_01005
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	173801	174217	-	WP_014962506.1	WP_014962506.1		archease		13725653	NKOR_RS01010	417	138	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	174259	174627	-						13725654	NKOR_RS01015	369		old_locus_tag=NKOR_01010
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	174259	174627	-	WP_014962507.1	WP_014962507.1		glyoxalase		13725654	NKOR_RS01015	369	122	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	174726	175265	+						13725655	NKOR_RS01020	540		old_locus_tag=NKOR_01015
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	174726	175265	+	WP_014962508.1	WP_014962508.1		DedA family protein		13725655	NKOR_RS01020	540	179	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	175395	175532	-						58787087	NKOR_RS09820	138		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	175395	175532	-	WP_016939695.1	WP_016939695.1		hypothetical protein		58787087	NKOR_RS09820	138	45	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	175591	175767	-						13725656	NKOR_RS01025	177		old_locus_tag=NKOR_01020
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	175591	175767	-	WP_014962509.1	WP_014962509.1		DUF1059 domain-containing protein		13725656	NKOR_RS01025	177	58	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	175849	177132	+					hisS	13725657	NKOR_RS01030	1284		old_locus_tag=NKOR_01025
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	175849	177132	+	WP_014962510.1	WP_014962510.1		histidine--tRNA ligase	hisS	13725657	NKOR_RS01030	1284	427	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	177113	177778	-						13725658	NKOR_RS01035	666		old_locus_tag=NKOR_01030
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	177113	177778	-	WP_014962511.1	WP_014962511.1		translation initiation factor IF-6		13725658	NKOR_RS01035	666	221	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	177889	178380	+						13725659	NKOR_RS01040	492		old_locus_tag=NKOR_01035
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	177889	178380	+	WP_014962512.1	WP_014962512.1		ferredoxin family protein		13725659	NKOR_RS01040	492	163	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	178495	179031	+						13725660	NKOR_RS01045	537		old_locus_tag=NKOR_01040
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	178495	179031	+	WP_014962513.1	WP_014962513.1		ferredoxin family protein		13725660	NKOR_RS01045	537	178	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	179113	179196	+						13725661	NKOR_RS01050	84		old_locus_tag=NKOR_t09883
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	179113	179196	+				tRNA-Ser		13725661	NKOR_RS01050	84		anticodon=TGA
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	179200	180150	-						13725662	NKOR_RS01055	951		old_locus_tag=NKOR_01045
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	179200	180150	-	WP_014962514.1	WP_014962514.1		replication factor C small subunit		13725662	NKOR_RS01055	951	316	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	180347	180865	+						13725663	NKOR_RS01060	519		old_locus_tag=NKOR_01050
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	180347	180865	+	WP_014962515.1	WP_014962515.1		hypothetical protein		13725663	NKOR_RS01060	519	172	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	180858	182945	+						13725664	NKOR_RS01065	2088		old_locus_tag=NKOR_01055
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	180858	182945	+	WP_014962516.1	WP_014962516.1		minichromosome maintenance protein MCM		13725664	NKOR_RS01065	2088	695	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	182942	183787	+						70692795	NKOR_RS10210	846		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	182942	183787	+	WP_232212235.1	WP_232212235.1		DEAD/DEAH box helicase		70692795	NKOR_RS10210	846	281	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	183784	185070	+						70692796	NKOR_RS10215	1287		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	183784	185070	+	WP_232212236.1	WP_232212236.1		helix-hairpin-helix domain-containing protein		70692796	NKOR_RS10215	1287	428	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	185067	186059	+						13725665	NKOR_RS01075	993		old_locus_tag=NKOR_01070
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	185067	186059	+	WP_016939697.1	WP_016939697.1		UDP-N-acetylglucosamine-1-phosphate transferase		13725665	NKOR_RS01075	993	330	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	186056	186286	+						13725666	NKOR_RS01080	231		old_locus_tag=NKOR_01075
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	186056	186286	+	WP_014962518.1	WP_014962518.1		hypothetical protein		13725666	NKOR_RS01080	231	76	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	186283	186759	-						13725667	NKOR_RS01085	477		old_locus_tag=NKOR_01080
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	186283	186759	-	WP_014962519.1	WP_014962519.1		N-acetyltransferase		13725667	NKOR_RS01085	477	158	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	186763	187017	-						13725668	NKOR_RS01090	255		old_locus_tag=NKOR_01085
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	186763	187017	-	WP_232203050.1	WP_232203050.1		Trm112 family protein		13725668	NKOR_RS01090	255	84	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	187029	187541	-						70692797	NKOR_RS10220	513		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	187029	187541	-	WP_232212238.1	WP_232212238.1		Gfo/Idh/MocA family oxidoreductase		70692797	NKOR_RS10220	513	170	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	187544	187963	-						70692798	NKOR_RS10225	420		
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	187544	187963	-	WP_232212239.1	WP_232212239.1		Gfo/Idh/MocA family oxidoreductase		70692798	NKOR_RS10225	420	139	
gene	pseudogene	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	187964	188882	-						41583270	NKOR_RS01100	919		pseudo
CDS	without_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	187964	188882	-				branched-chain amino acid transaminase		41583270	NKOR_RS01100	919		pseudo
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	188917	189519	-						13725669	NKOR_RS01105	603		old_locus_tag=NKOR_01110
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	188917	189519	-	WP_014962521.1	WP_014962521.1		hypothetical protein		13725669	NKOR_RS01105	603	200	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	189572	190417	-						13725670	NKOR_RS01110	846		old_locus_tag=NKOR_01115
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	189572	190417	-	WP_014962522.1	WP_014962522.1		ferredoxin--NADP reductase		13725670	NKOR_RS01110	846	281	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	190541	190614	+						13725671	NKOR_RS01115	74		old_locus_tag=NKOR_t09885
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	190541	190614	+				tRNA-Ala		13725671	NKOR_RS01115	74		anticodon=GGC
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	190615	191154	-						13725672	NKOR_RS01120	540		old_locus_tag=NKOR_01120
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	190615	191154	-	WP_014962523.1	WP_014962523.1		HEAT repeat domain-containing protein		13725672	NKOR_RS01120	540	179	
gene	pseudogene	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	191270	191344	+						41583271	NKOR_RS01125	75		partial;pseudo
CDS	without_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	191270	191344	+				DNA-binding protein		41583271	NKOR_RS01125	75		partial;pseudo
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	191333	192184	-						13725673	NKOR_RS01130	852		old_locus_tag=NKOR_01125
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	191333	192184	-	WP_014962524.1	WP_014962524.1		isocitrate lyase/PEP mutase family protein		13725673	NKOR_RS01130	852	283	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	192480	192989	-						13725674	NKOR_RS01135	510		old_locus_tag=NKOR_01130
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	192480	192989	-	WP_014962525.1	WP_014962525.1		PadR family transcriptional regulator		13725674	NKOR_RS01135	510	169	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	193084	194796	+						13725675	NKOR_RS01140	1713		old_locus_tag=NKOR_01135
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	193084	194796	+	WP_014962526.1	WP_014962526.1		succinate dehydrogenase/fumarate reductase flavoprotein subunit		13725675	NKOR_RS01140	1713	570	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	194796	195227	+						13725676	NKOR_RS01145	432		old_locus_tag=NKOR_01140
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	194796	195227	+	WP_014962527.1	WP_014962527.1		succinate dehydrogenase		13725676	NKOR_RS01145	432	143	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	195229	195573	+						13725677	NKOR_RS01150	345		old_locus_tag=NKOR_01145
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	195229	195573	+	WP_014962528.1	WP_014962528.1		succinate dehydrogenase/fumarate reductase		13725677	NKOR_RS01150	345	114	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	195576	196325	+						13725678	NKOR_RS01155	750		old_locus_tag=NKOR_01150
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	195576	196325	+	WP_014962529.1	WP_014962529.1		succinate dehydrogenase iron-sulfur subunit		13725678	NKOR_RS01155	750	249	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	196326	196646	-						13725679	NKOR_RS01160	321		old_locus_tag=NKOR_01155
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	196326	196646	-	WP_026089931.1	WP_026089931.1		iron-sulfur cluster assembly protein		13725679	NKOR_RS01160	321	106	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	196723	198159	+					argH	13725680	NKOR_RS01165	1437		old_locus_tag=NKOR_01160
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	196723	198159	+	WP_232203049.1	WP_232203049.1		argininosuccinate lyase	argH	13725680	NKOR_RS01165	1437	478	
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	198169	198242	-						13725681	NKOR_RS01170	74		old_locus_tag=NKOR_t09887
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	198169	198242	-				tRNA-Lys		13725681	NKOR_RS01170	74		anticodon=TTT
gene	tRNA	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	198339	198416	+						13725682	NKOR_RS01175	78		old_locus_tag=NKOR_t09889
tRNA		GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	198339	198416	+				tRNA-Asp		13725682	NKOR_RS01175	78		anticodon=GTC
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	198554	199309	+						13725683	NKOR_RS01180	756		old_locus_tag=NKOR_01165
CDS	with_protein	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	198554	199309	+	WP_014962532.1	WP_014962532.1		hypothetical protein		13725683	NKOR_RS01180	756	251	
gene	protein_coding	GCF_000299365.1	Primary Assembly	chromosome		NC_018655.1	199322	200398	+						13725684	NKOR_RS01185	1077		old_locus_tag=NKOR_01170
